,viewer_id,Recency,RecencyCluster,Frequency,FrequencyCluster,Engagement,EngagementCluster,OverallScore,Segment,m6_Engagement
57,16444.0,2,3,45,0,240.08000000000004,0,3,Mid-Value,414.59000000000003
58,14217.0,15,3,19,0,445.09,0,3,Mid-Value,1086.6100000000004
59,13592.0,13,3,13,0,205.50999999999996,0,3,Mid-Value,42.45
60,15140.0,6,3,39,0,1127.45,0,3,Mid-Value,1226.8
61,17690.0,9,3,32,0,548.9000000000001,0,3,Mid-Value,2625.6499999999996
62,15855.0,14,3,39,0,342.5099999999999,0,3,Mid-Value,369.7300000000001
63,13900.0,0,3,42,0,732.4499999999997,0,3,Mid-Value,8.5
64,15132.0,7,3,25,0,489.87,0,3,Mid-Value,488.05999999999995
65,13050.0,12,3,42,0,744.43,0,3,Mid-Value,2962.9
66,16809.0,16,3,65,0,343.08,0,3,Mid-Value,571.6100000000001
67,15658.0,5,3,23,0,440.20000000000005,0,3,Mid-Value,7.5
68,17519.0,14,3,28,0,620.3,0,3,Mid-Value,888.4200000000002
69,14794.0,11,3,31,0,500.43999999999994,0,3,Mid-Value,435.51
70,17512.0,8,3,17,0,651.2100000000002,0,3,Mid-Value,1622.5699999999997
71,17644.0,11,3,58,0,921.7699999999999,0,3,Mid-Value,1641.1099999999994
72,13183.0,16,3,17,0,902.0400000000002,0,3,Mid-Value,2001.6399999999994
73,16434.0,0,3,15,0,323.21999999999997,0,3,Mid-Value,798.0300000000001
74,16701.0,13,3,21,0,672.55,0,3,Mid-Value,3004.69
75,15716.0,9,3,55,0,355.34,0,3,Mid-Value,216.36999999999995
76,14878.0,9,3,34,0,417.8499999999999,0,3,Mid-Value,633.7999999999998
77,12877.0,8,3,17,0,352.58,0,3,Mid-Value,478.3300000000002
78,14755.0,15,3,44,0,868.0299999999999,0,3,Mid-Value,2490.48
79,13481.0,0,3,60,0,978.9899999999997,0,3,Mid-Value,825.5699999999998
80,15624.0,14,3,18,0,311.3999999999999,0,3,Mid-Value,276.73
81,12957.0,12,3,51,0,715.0900000000001,0,3,Mid-Value,2888.770000000001
82,15809.0,12,3,13,0,184.51,0,3,Mid-Value,132.46
83,16455.0,12,3,29,0,601.7999999999998,0,3,Mid-Value,707.4
84,18177.0,12,3,43,0,713.65,0,3,Mid-Value,627.7700000000001
85,13769.0,15,3,42,0,821.6900000000003,0,3,Mid-Value,1030.5800000000004
86,16607.0,15,3,37,0,614.28,0,3,Mid-Value,1630.65
87,14189.0,8,3,58,0,990.58,0,3,Mid-Value,2196.45
88,13728.0,6,3,22,0,335.34999999999997,0,3,Mid-Value,522.21
89,16092.0,5,3,37,0,593.7299999999999,0,3,Mid-Value,224.13
90,13571.0,0,3,58,0,392.59999999999997,0,3,Mid-Value,1699.720000000001
91,16681.0,13,3,25,0,875.8400000000003,0,3,Mid-Value,894.5
92,13118.0,16,3,34,0,608.77,0,3,Mid-Value,398.1100000000001
93,17288.0,15,3,11,0,373.18,0,3,Mid-Value,756.03
94,18230.0,15,3,29,0,789.4799999999999,0,3,Mid-Value,1555.9
95,16592.0,9,3,38,0,697.5499999999998,0,3,Mid-Value,2042.6900000000003
96,15601.0,11,3,63,0,958.3900000000003,0,3,Mid-Value,2027.9699999999996
97,17287.0,13,3,24,0,277.64,0,3,Mid-Value,563.7699999999996
98,17457.0,12,3,3,0,680.5799999999999,0,3,Mid-Value,340.06
99,14195.0,9,3,7,0,1011.9999999999998,0,3,Mid-Value,0.0
100,17648.0,0,3,65,0,1107.39,0,3,Mid-Value,690.11
101,17114.0,16,3,22,0,175.89999999999995,0,3,Mid-Value,271.64000000000004
102,12951.0,12,3,18,0,318.78999999999996,0,3,Mid-Value,126.9
103,16906.0,13,3,36,0,213.63999999999996,0,3,Mid-Value,366.1299999999999
104,16696.0,11,3,9,0,558.9,0,3,Mid-Value,99.0
105,16161.0,6,3,67,0,972.1599999999997,0,3,Mid-Value,2968.9500000000003
106,17682.0,0,3,36,0,715.9100000000001,0,3,Mid-Value,1366.92
107,15201.0,12,3,38,0,602.2700000000002,0,3,Mid-Value,634.2700000000002
108,17042.0,4,3,56,0,495.3900000000001,0,3,Mid-Value,427.42999999999995
109,15281.0,5,3,52,0,912.8399999999999,0,3,Mid-Value,404.74
110,15910.0,15,3,57,0,239.70999999999998,0,3,Mid-Value,548.22
111,13752.0,16,3,56,0,724.6700000000001,0,3,Mid-Value,461.61
112,17790.0,6,3,35,0,380.6600000000001,0,3,Mid-Value,1068.5399999999997
113,18061.0,14,3,12,0,373.29,0,3,Mid-Value,928.79
114,12999.0,4,3,28,0,455.8799999999999,0,3,Mid-Value,0.0
115,17054.0,15,3,54,0,918.8199999999998,0,3,Mid-Value,437.5099999999999
116,16556.0,9,3,44,0,687.8299999999998,0,3,Mid-Value,1674.9699999999998
117,16873.0,5,3,54,0,1075.8099999999997,0,3,Mid-Value,2035.3399999999997
118,15955.0,11,3,32,0,873.24,0,3,Mid-Value,2399.6600000000008
119,17550.0,5,3,42,0,267.16000000000014,0,3,Mid-Value,0.0
120,16407.0,2,3,19,0,254.39999999999998,0,3,Mid-Value,1332.1900000000005
121,13549.0,0,3,28,0,512.5500000000001,0,3,Mid-Value,405.65000000000003
122,13824.0,11,3,15,0,790.0999999999999,0,3,Mid-Value,465.96000000000004
123,12910.0,5,3,30,0,1142.5,0,3,Mid-Value,1932.5399999999993
124,14738.0,7,3,14,0,320.92,0,3,Mid-Value,788.7600000000002
125,14289.0,7,3,15,0,271.98,0,3,Mid-Value,238.56000000000003
126,15046.0,2,3,55,0,1088.42,0,3,Mid-Value,2896.3099999999995
127,17819.0,2,3,13,0,1032.9,0,3,Mid-Value,835.8500000000001
128,13208.0,14,3,68,0,531.76,0,3,Mid-Value,523.69
129,16175.0,12,3,28,0,466.9799999999999,0,3,Mid-Value,570.61
130,17058.0,7,3,49,0,819.6600000000001,0,3,Mid-Value,360.23
131,15570.0,14,3,48,0,541.33,0,3,Mid-Value,1604.700000000001
132,15271.0,12,3,15,0,264.09999999999997,0,3,Mid-Value,1579.3800000000008
133,13317.0,6,3,54,0,1075.9299999999996,0,3,Mid-Value,959.7000000000002
134,16249.0,9,3,27,0,1020.5300000000001,0,3,Mid-Value,779.5400000000001
135,13590.0,7,3,26,0,602.9700000000001,0,3,Mid-Value,1069.8899999999999
136,14163.0,7,3,25,0,749.79,0,3,Mid-Value,1696.1200000000001
137,13993.0,13,3,31,0,669.9699999999999,0,3,Mid-Value,1973.5399999999997
138,14211.0,15,3,23,0,444.79,0,3,Mid-Value,1331.2099999999996
139,17920.0,8,3,37,0,677.8299999999998,0,3,Mid-Value,2139.4399999999987
140,15172.0,4,3,38,0,526.1999999999999,0,3,Mid-Value,721.7499999999999
141,16639.0,14,3,20,0,471.15,0,3,Mid-Value,786.3599999999999
142,16226.0,11,3,8,0,255.11999999999998,0,3,Mid-Value,0.0
143,17663.0,6,3,19,0,419.41999999999996,0,3,Mid-Value,1012.1
144,13479.0,8,3,15,0,300.95,0,3,Mid-Value,0.0
145,13376.0,11,3,39,0,770.0000000000001,0,3,Mid-Value,249.76000000000002
146,13719.0,13,3,20,0,338.73999999999995,0,3,Mid-Value,702.9399999999999
147,15260.0,11,3,21,0,462.09999999999997,0,3,Mid-Value,928.1700000000002
148,17454.0,0,3,23,0,219.43000000000004,0,3,Mid-Value,0.0
149,13223.0,8,3,5,0,163.20000000000002,0,3,Mid-Value,0.0
150,16146.0,11,3,28,0,659.1299999999999,0,3,Mid-Value,75.0
151,16722.0,8,3,29,0,849.38,0,3,Mid-Value,2767.55
152,14210.0,5,3,33,0,622.2600000000002,0,3,Mid-Value,306.19
153,16016.0,4,3,57,0,435.29999999999995,0,3,Mid-Value,550.5899999999997
154,15768.0,11,3,18,0,479.15000000000003,0,3,Mid-Value,142.68
155,17615.0,11,3,11,0,272.3,0,3,Mid-Value,57.3
156,14191.0,7,3,27,0,429.09999999999997,0,3,Mid-Value,3829.5400000000022
157,17955.0,6,3,19,0,557.3,0,3,Mid-Value,0.0
158,15987.0,7,3,4,0,402.6,0,3,Mid-Value,935.2
159,13831.0,8,3,56,0,689.9899999999999,0,3,Mid-Value,1105.0
160,17522.0,14,3,13,0,248.42,0,3,Mid-Value,663.83
161,13450.0,12,3,21,0,678.54,0,3,Mid-Value,1365.1799999999998
162,16832.0,11,3,11,0,136.65000000000003,0,3,Mid-Value,62.5
163,15796.0,8,3,36,0,632.8700000000001,0,3,Mid-Value,1287.1200000000003
164,17007.0,9,3,14,0,255.61,0,3,Mid-Value,427.2
165,17723.0,8,3,5,0,746.8000000000002,0,3,Mid-Value,2529.6
166,18242.0,4,3,26,0,694.0799999999999,0,3,Mid-Value,1538.4099999999996
167,14397.0,6,3,14,0,242.24,0,3,Mid-Value,1941.5200000000007
168,14731.0,13,3,30,0,251.02,0,3,Mid-Value,129.0
169,14364.0,8,3,13,0,1117.2,0,3,Mid-Value,2600.15
170,16206.0,16,3,16,0,127.45000000000002,0,3,Mid-Value,248.31
171,14689.0,16,3,13,0,112.80000000000001,0,3,Mid-Value,0.0
172,17302.0,16,3,24,0,120.27000000000001,0,3,Mid-Value,832.5099999999998
173,15440.0,16,3,20,0,125.80000000000001,0,3,Mid-Value,257.87999999999994
174,16466.0,16,3,19,0,212.39999999999998,0,3,Mid-Value,1279.3900000000006
175,16076.0,16,3,16,0,305.45,0,3,Mid-Value,1768.2999999999997
176,15164.0,16,3,40,0,194.79,0,3,Mid-Value,474.8699999999999
177,15333.0,16,3,16,0,1028.56,0,3,Mid-Value,0.0
178,15081.0,16,3,9,0,136.89999999999998,0,3,Mid-Value,256.75
179,16283.0,16,3,36,0,277.80999999999995,0,3,Mid-Value,1052.329999999999
180,17263.0,16,3,23,0,63.440000000000005,0,3,Mid-Value,0.0
181,16034.0,4,3,13,0,284.1,0,3,Mid-Value,0.0
182,16877.0,16,3,26,0,77.75000000000006,0,3,Mid-Value,775.9699999999996
183,12993.0,15,3,4,0,72.4,0,3,Mid-Value,239.46
184,17228.0,15,3,34,0,208.19999999999996,0,3,Mid-Value,1218.5099999999998
185,16912.0,15,3,17,0,408.02,0,3,Mid-Value,1409.7199999999996
186,16496.0,15,3,30,0,448.34,0,3,Mid-Value,0.0
187,16642.0,15,3,15,0,307.73,0,3,Mid-Value,0.0
188,12871.0,15,3,4,0,132.0,0,3,Mid-Value,248.64000000000001
189,14038.0,15,3,45,0,716.32,0,3,Mid-Value,844.0600000000002
190,14489.0,15,3,30,0,463.38000000000005,0,3,Mid-Value,0.0
191,14888.0,15,3,20,0,369.2,0,3,Mid-Value,0.0
192,17190.0,15,3,1,0,195.0,0,3,Mid-Value,249.74
193,13456.0,15,3,13,0,207.65999999999997,0,3,Mid-Value,1559.06
194,16899.0,15,3,25,0,176.99999999999994,0,3,Mid-Value,622.43
195,13381.0,15,3,27,0,655.2399999999999,0,3,Mid-Value,2567.9600000000005
196,17898.0,15,3,20,0,99.83999999999999,0,3,Mid-Value,52.21999999999999
197,13976.0,14,3,10,0,357.9800000000001,0,3,Mid-Value,0.0
198,14320.0,14,3,8,0,125.28000000000003,0,3,Mid-Value,0.0
199,18257.0,14,3,17,0,357.4,0,3,Mid-Value,1616.4299999999996
200,16139.0,14,3,6,0,139.79999999999998,0,3,Mid-Value,495.60999999999996
201,17147.0,14,3,28,0,563.61,0,3,Mid-Value,741.4800000000001
202,15093.0,14,3,16,0,793.47,0,3,Mid-Value,1200.34
203,14221.0,14,3,23,0,551.03,0,3,Mid-Value,2568.8199999999997
204,14513.0,14,3,4,0,298.6,0,3,Mid-Value,138.24
205,13246.0,14,3,36,0,564.9600000000002,0,3,Mid-Value,338.77999999999975
206,18043.0,14,3,33,0,135.35000000000005,0,3,Mid-Value,0.0
207,15730.0,14,3,29,0,467.42999999999995,0,3,Mid-Value,653.4500000000003
208,13309.0,14,3,13,0,155.93,0,3,Mid-Value,675.2700000000001
209,13310.0,14,3,25,0,407.4699999999999,0,3,Mid-Value,314.38
210,16266.0,8,3,29,0,371.8399999999999,0,3,Mid-Value,490.0499999999998
211,15123.0,14,3,53,0,1069.4699999999993,0,3,Mid-Value,0.0
212,17702.0,14,3,30,0,439.80000000000007,0,3,Mid-Value,1384.57
213,17505.0,13,3,26,0,486.98999999999995,0,3,Mid-Value,658.8500000000001
214,13756.0,13,3,21,0,399.2099999999999,0,3,Mid-Value,2939.51
215,16446.0,13,3,2,0,2.9,0,3,Mid-Value,0.0
216,17556.0,13,3,6,0,157.9,0,3,Mid-Value,0.0
217,16775.0,13,3,12,0,114.7,0,3,Mid-Value,1003.8600000000004
218,14583.0,13,3,64,0,174.51000000000008,0,3,Mid-Value,613.1300000000003
219,16818.0,9,3,45,0,726.2399999999999,0,3,Mid-Value,2623.330000000001
220,13659.0,13,3,42,0,527.8,0,3,Mid-Value,0.0
221,15811.0,13,3,25,0,397.51000000000005,0,3,Mid-Value,923.7800000000004
222,14009.0,6,3,42,0,695.6099999999999,0,3,Mid-Value,0.0
223,14565.0,13,3,24,0,710.1399999999999,0,3,Mid-Value,1221.5699999999997
224,13258.0,13,3,15,0,224.62000000000003,0,3,Mid-Value,473.96
225,18097.0,13,3,40,0,799.3799999999999,0,3,Mid-Value,554.84
226,14463.0,13,3,2,0,115.92,0,3,Mid-Value,413.7
227,13192.0,13,3,33,0,464.32000000000005,0,3,Mid-Value,447.61999999999995
228,16987.0,13,3,22,0,213.05,0,3,Mid-Value,1180.0700000000002
229,13417.0,13,3,10,0,236.00000000000003,0,3,Mid-Value,0.0
230,17047.0,13,3,43,0,749.4300000000001,0,3,Mid-Value,351.47
231,13531.0,13,3,7,0,178.35,0,3,Mid-Value,0.0
232,15116.0,12,3,15,0,479.65,0,3,Mid-Value,873.1
233,17469.0,12,3,14,0,305.36000000000007,0,3,Mid-Value,1565.6099999999997
234,16647.0,12,3,9,0,127.75,0,3,Mid-Value,86.31
235,13627.0,12,3,21,0,294.72999999999996,0,3,Mid-Value,1032.5500000000004
236,15630.0,12,3,21,0,396.86000000000007,0,3,Mid-Value,789.4899999999999
237,14896.0,12,3,11,0,211.54999999999998,0,3,Mid-Value,0.0
238,18145.0,12,3,25,0,414.77000000000004,0,3,Mid-Value,1837.7700000000004
239,17245.0,12,3,9,0,171.45,0,3,Mid-Value,0.0
240,16008.0,12,3,6,0,139.15,0,3,Mid-Value,339.63
241,17871.0,12,3,10,0,155.89999999999998,0,3,Mid-Value,0.0
242,13529.0,12,3,7,0,181.1,0,3,Mid-Value,126.65999999999998
243,12897.0,12,3,2,0,87.7,0,3,Mid-Value,0.0
244,15599.0,12,3,29,0,448.8299999999999,0,3,Mid-Value,312.91
245,15862.0,12,3,23,0,136.78000000000003,0,3,Mid-Value,168.71999999999997
246,16998.0,12,3,2,0,197.10000000000002,0,3,Mid-Value,7.9
247,15394.0,12,3,30,0,848.7800000000001,0,3,Mid-Value,747.0999999999998
248,17980.0,12,3,11,0,267.54999999999995,0,3,Mid-Value,248.7
249,14859.0,12,3,11,0,296.85999999999996,0,3,Mid-Value,1056.8799999999999
250,16463.0,12,3,19,0,319.37000000000006,0,3,Mid-Value,1103.03
251,13405.0,12,3,19,0,397.4,0,3,Mid-Value,15.001
252,17560.0,12,3,13,0,323.95,0,3,Mid-Value,368.90000000000003
253,13658.0,12,3,32,0,933.3000000000001,0,3,Mid-Value,1705.8699999999997
254,13887.0,12,3,19,0,349.54999999999995,0,3,Mid-Value,0.0
255,14551.0,12,3,7,0,125.43,0,3,Mid-Value,60.8
256,15122.0,12,3,22,0,533.57,0,3,Mid-Value,703.1700000000001
257,17166.0,11,3,10,0,127.58999999999999,0,3,Mid-Value,78.75
258,17926.0,11,3,11,0,211.73000000000002,0,3,Mid-Value,185.56
259,15370.0,11,3,15,0,373.72,0,3,Mid-Value,1258.1100000000001
260,18055.0,11,3,39,0,968.5000000000002,0,3,Mid-Value,2557.889999999998
261,13391.0,11,3,1,0,59.8,0,3,Mid-Value,0.0
262,17455.0,11,3,8,0,131.7,0,3,Mid-Value,0.0
263,12935.0,11,3,26,0,434.5999999999999,0,3,Mid-Value,950.6899999999998
264,13308.0,11,3,26,0,814.95,0,3,Mid-Value,570.56
265,13856.0,11,3,7,0,94.39999999999999,0,3,Mid-Value,294.1
266,13243.0,11,3,58,0,600.07,0,3,Mid-Value,0.0
267,15095.0,11,3,29,0,770.5,0,3,Mid-Value,600.0999999999999
268,18048.0,11,3,7,0,172.29000000000002,0,3,Mid-Value,0.0
269,17867.0,11,3,4,0,578.5500000000001,0,3,Mid-Value,593.0500000000003
270,18287.0,9,3,29,0,765.28,0,3,Mid-Value,1072.0
271,18150.0,9,3,14,0,227.57999999999998,0,3,Mid-Value,338.99999999999994
272,16690.0,9,3,5,0,86.5,0,3,Mid-Value,139.08
273,16038.0,9,3,19,0,316.94999999999993,0,3,Mid-Value,76.38
274,13972.0,9,3,9,0,145.90000000000003,0,3,Mid-Value,44.35
275,13227.0,9,3,9,0,257.7,0,3,Mid-Value,0.0
276,18125.0,9,3,47,0,212.93,0,3,Mid-Value,197.85
277,13527.0,9,3,41,0,475.19,0,3,Mid-Value,1701.8700000000008
278,13657.0,9,3,9,0,152.33999999999997,0,3,Mid-Value,229.79999999999998
279,17176.0,9,3,15,0,306.13,0,3,Mid-Value,0.0
280,14837.0,9,3,30,0,492.2600000000001,0,3,Mid-Value,1157.2400000000007
281,14682.0,9,3,1,0,20.8,0,3,Mid-Value,31.200000000000003
282,14921.0,9,3,53,0,903.0100000000002,0,3,Mid-Value,413.06
283,16341.0,9,3,29,0,797.6500000000002,0,3,Mid-Value,734.2400000000001
284,14647.0,9,3,30,0,243.21999999999994,0,3,Mid-Value,0.0
285,15724.0,9,3,6,0,114.60000000000001,0,3,Mid-Value,0.0
286,15292.0,9,3,25,0,180.93999999999997,0,3,Mid-Value,0.0
287,14514.0,9,3,13,0,147.86,0,3,Mid-Value,652.24
288,15705.0,9,3,6,0,143.10000000000002,0,3,Mid-Value,0.0
289,13339.0,8,3,54,0,860.1200000000002,0,3,Mid-Value,0.0
290,13885.0,8,3,23,0,399.1500000000001,0,3,Mid-Value,107.65
291,15563.0,8,3,40,0,465.4300000000002,0,3,Mid-Value,664.82
292,13546.0,8,3,27,0,188.16000000000003,0,3,Mid-Value,438.8299999999997
293,17715.0,8,3,1,0,326.4,0,3,Mid-Value,0.0
294,15602.0,8,3,5,0,138.2,0,3,Mid-Value,574.08
295,18160.0,8,3,19,0,318.55000000000007,0,3,Mid-Value,319.51000000000005
296,15434.0,8,3,12,0,306.96,0,3,Mid-Value,583.6199999999999
297,15734.0,8,3,11,0,578.65,0,3,Mid-Value,760.8000000000002
298,16086.0,8,3,10,0,308.61,0,3,Mid-Value,534.33
299,13737.0,8,3,30,0,339.59999999999997,0,3,Mid-Value,0.0
300,16992.0,7,3,15,0,249.55,0,3,Mid-Value,943.1600000000002
301,17659.0,7,3,28,0,595.2900000000001,0,3,Mid-Value,1929.2200000000005
302,14047.0,7,3,5,0,339.70000000000005,0,3,Mid-Value,321.54
303,18202.0,7,3,45,0,911.2599999999998,0,3,Mid-Value,0.0
304,13213.0,7,3,23,0,415.28,0,3,Mid-Value,1105.3000000000002
305,18018.0,7,3,2,0,37.45,0,3,Mid-Value,84.68999999999998
306,13168.0,7,3,11,0,131.43,0,3,Mid-Value,346.53
307,15314.0,7,3,24,0,327.97,0,3,Mid-Value,0.0
308,17521.0,7,3,8,0,159.55999999999997,0,3,Mid-Value,563.6499999999999
309,17375.0,7,3,26,0,113.72999999999999,0,3,Mid-Value,0.0
310,15042.0,7,3,5,0,135.93,0,3,Mid-Value,0.0
311,16091.0,6,3,10,0,157.25,0,3,Mid-Value,157.81
312,15804.0,6,3,34,0,525.36,0,3,Mid-Value,3351.9799999999977
313,14593.0,6,3,64,0,339.59000000000003,0,3,Mid-Value,278.40000000000003
314,15882.0,6,3,7,0,145.04,0,3,Mid-Value,0.0
315,14287.0,6,3,4,0,83.28,0,3,Mid-Value,0.0
316,16763.0,6,3,23,0,611.8500000000001,0,3,Mid-Value,0.0
317,14705.0,6,3,1,0,179.0,0,3,Mid-Value,0.0
318,12839.0,6,3,23,0,306.88000000000005,0,3,Mid-Value,2934.7200000000016
319,14985.0,6,3,37,0,172.2399999999999,0,3,Mid-Value,0.0
320,15203.0,6,3,36,0,480.9600000000001,0,3,Mid-Value,1134.8999999999994
321,14522.0,6,3,7,0,278.63,0,3,Mid-Value,552.87
322,16448.0,6,3,20,0,188.89,0,3,Mid-Value,0.0
323,14584.0,5,3,52,0,474.79999999999984,0,3,Mid-Value,567.4599999999998
324,12974.0,5,3,8,0,144.8,0,3,Mid-Value,0.0
325,12942.0,5,3,8,0,137.76999999999998,0,3,Mid-Value,287.3799999999999
326,12987.0,5,3,14,0,304.3,0,3,Mid-Value,254.39999999999998
327,16838.0,5,3,11,0,196.73000000000002,0,3,Mid-Value,0.0
328,14816.0,5,3,4,0,271.85,0,3,Mid-Value,0.0
329,15852.0,5,3,21,0,103.21000000000001,0,3,Mid-Value,57.5
330,16624.0,5,3,21,0,426.4299999999999,0,3,Mid-Value,384.14
331,15785.0,5,3,16,0,401.81999999999994,0,3,Mid-Value,998.5699999999999
332,18232.0,0,3,24,0,370.98,0,3,Mid-Value,221.98999999999998
333,18073.0,4,3,5,0,241.07999999999998,0,3,Mid-Value,3636.440000000002
334,17739.0,4,3,6,0,388.18,0,3,Mid-Value,1720.58
335,16369.0,4,3,15,0,354.45,0,3,Mid-Value,1199.2100000000003
336,14280.0,4,3,8,0,134.04,0,3,Mid-Value,0.0
337,17345.0,4,3,22,0,128.33000000000004,0,3,Mid-Value,409.4099999999999
338,16275.0,4,3,33,0,559.8699999999999,0,3,Mid-Value,0.0
339,16726.0,4,3,10,0,191.40000000000003,0,3,Mid-Value,586.8299999999998
340,14338.0,4,3,30,0,579.9699999999999,0,3,Mid-Value,8.25
341,15402.0,4,3,28,0,440.98999999999995,0,3,Mid-Value,185.77999999999997
342,16323.0,4,3,1,0,207.50000000000003,0,3,Mid-Value,0.0
343,17412.0,4,3,6,0,120.69999999999999,0,3,Mid-Value,361.84000000000003
344,14625.0,4,3,19,0,314.1,0,3,Mid-Value,0.0
345,14451.0,2,3,52,0,359.9999999999999,0,3,Mid-Value,302.59
346,14823.0,2,3,46,0,210.64999999999995,0,3,Mid-Value,110.78000000000002
347,15897.0,2,3,24,0,222.05,0,3,Mid-Value,0.0
348,16567.0,2,3,9,0,308.03999999999996,0,3,Mid-Value,0.0
349,17051.0,2,3,43,0,247.14,0,3,Mid-Value,0.0
350,15925.0,2,3,12,0,207.15,0,3,Mid-Value,0.0
351,16566.0,0,3,4,0,185.22000000000003,0,3,Mid-Value,334.53999999999996
352,15863.0,0,3,2,0,9.2,0,3,Mid-Value,59.64000000000001
353,16470.0,0,3,20,0,129.32,0,3,Mid-Value,416.7299999999997
354,16483.0,0,3,19,0,139.35000000000002,0,3,Mid-Value,0.0
355,13398.0,0,3,26,0,457.3400000000001,0,3,Mid-Value,0.0
356,13070.0,0,3,9,0,228.8,0,3,Mid-Value,0.0
357,14819.0,0,3,3,0,84.72,0,3,Mid-Value,187.35
358,18190.0,0,3,6,0,113.0,0,3,Mid-Value,0.0
