user_id,cutoff_time,label,days_to_churn,churn_date
6225897,2018-11-15,1.0,25.0,2018-12-10
6463975,2018-02-15,1.0,27.0,2018-03-14
6659366,2018-06-15,1.0,19.0,2018-07-04
6659366,2019-03-01,1.0,22.000000000000004,2019-03-23
6663444,2018-09-15,1.0,29.0,2018-10-14
6767340,2018-09-15,1.0,20.0,2018-10-05
6767340,2019-03-01,1.0,21.0,2019-03-22
6767340,2019-06-01,1.0,21.0,2019-06-22
6771954,2018-05-15,1.0,18.0,2018-06-02
6777588,2018-05-01,1.0,21.0,2018-05-22
6964489,2018-12-01,1.0,14.0,2018-12-15
7046792,2018-05-15,1.0,26.0,2018-06-10
7046792,2018-10-01,1.0,14.0,2018-10-15
7167025,2019-03-15,1.0,19.0,2019-04-03
7183375,2018-10-01,1.0,18.0,2018-10-19
7236692,2018-03-01,1.0,23.000000000000004,2018-03-24
7236692,2018-10-01,1.0,19.0,2018-10-20
7255819,2018-09-15,1.0,24.000000000000004,2018-10-09
7255819,2019-04-01,1.0,27.0,2019-04-28
7311265,2019-01-15,1.0,24.000000000000004,2019-02-08
7311265,2019-07-01,1.0,23.000000000000004,2019-07-24
7618703,2019-02-15,1.0,26.0,2019-03-13
7662120,2019-04-01,1.0,15.0,2019-04-16
7691924,2018-06-01,1.0,19.0,2018-06-20
7691924,2018-10-01,1.0,24.000000000000004,2018-10-25
7826707,2019-01-15,1.0,23.000000000000004,2019-02-07
7832442,2018-08-01,1.0,14.0,2018-08-15
7832442,2018-12-01,1.0,16.0,2018-12-17
7832442,2019-06-01,1.0,17.0,2019-06-18
7832442,2019-12-15,1.0,23.000000000000004,2020-01-07
7901383,2019-06-01,1.0,17.0,2019-06-18
7920047,2018-06-01,1.0,21.0,2018-06-22
7920047,2019-01-15,1.0,17.0,2019-02-01
7920047,2019-07-01,1.0,14.0,2019-07-15
8014184,2018-10-15,1.0,29.0,2018-11-13
8014184,2019-02-01,1.0,15.0,2019-02-16
8014184,2019-08-15,1.0,18.0,2019-09-02
8577633,2018-05-15,1.0,30.0,2018-06-14
8763591,2019-03-01,1.0,23.000000000000004,2019-03-24
8815236,2018-05-01,1.0,26.0,2018-05-27
8843899,2018-06-01,1.0,29.0,2018-06-30
8874322,2018-12-01,1.0,27.0,2018-12-28
8905927,2019-08-01,1.0,17.0,2019-08-18
8918133,2018-11-01,1.0,25.0,2018-11-26
8957332,2019-05-01,1.0,22.000000000000004,2019-05-23
9014949,2019-06-15,1.0,27.0,2019-07-12
9014949,2019-09-15,1.0,24.000000000000004,2019-10-09
9066496,2018-02-01,1.0,19.0,2018-02-20
9066496,2018-07-15,1.0,30.0,2018-08-14
9066496,2018-12-15,1.0,26.0,2019-01-10
9066496,2019-03-01,1.0,28.0,2019-03-29
9145763,2018-12-15,1.0,21.0,2019-01-05
9145763,2019-03-15,1.0,20.0,2019-04-04
9248283,2018-11-01,1.0,25.0,2018-11-26
9248283,2019-01-15,1.0,17.0,2019-02-01
9264716,2018-04-15,1.0,23.000000000000004,2018-05-08
9460020,2018-11-01,1.0,18.0,2018-11-19
9460020,2019-06-15,1.0,27.0,2019-07-12
9460020,2019-12-01,1.0,16.0,2019-12-17
9528182,2018-06-01,1.0,16.0,2018-06-17
10004253,2018-11-01,1.0,23.000000000000004,2018-11-24
10004253,2019-01-15,1.0,21.0,2019-02-05
10004253,2019-07-01,1.0,30.0,2019-07-31
10033435,2018-06-01,1.0,23.000000000000004,2018-06-24
10033435,2018-12-15,1.0,17.0,2019-01-01
10180554,2018-09-15,1.0,23.000000000000004,2018-10-08
10180554,2018-11-15,1.0,19.0,2018-12-04
10180554,2019-03-01,1.0,26.0,2019-03-27
10180554,2019-07-01,1.0,14.0,2019-07-15
10180554,2019-09-15,1.0,20.0,2019-10-05
10397006,2018-10-01,1.0,16.0,2018-10-17
10397006,2019-05-15,1.0,30.0,2019-06-14
10397006,2019-10-01,1.0,26.0,2019-10-27
10509007,2018-06-15,1.0,22.000000000000004,2018-07-07
10665782,2019-08-15,1.0,26.0,2019-09-10
10817445,2018-11-01,1.0,18.0,2018-11-19
10817445,2019-05-15,1.0,23.000000000000004,2019-06-07
10817445,2019-08-15,1.0,23.000000000000004,2019-09-07
11001241,2018-02-15,1.0,18.0,2018-03-05
11001241,2018-06-01,1.0,29.0,2018-06-30
11001241,2019-09-01,1.0,27.0,2019-09-28
11070640,2018-06-01,1.0,23.000000000000004,2018-06-24
11070640,2018-10-01,1.0,26.0,2018-10-27
11249217,2018-11-15,1.0,17.0,2018-12-02
11249217,2019-01-01,1.0,30.0,2019-01-31
11249217,2019-04-01,1.0,20.0,2019-04-21
11344602,2018-03-15,1.0,25.0,2018-04-09
11692694,2019-01-01,1.0,14.0,2019-01-15
11735347,2019-11-01,1.0,15.0,2019-11-16
11945450,2019-05-01,1.0,23.000000000000004,2019-05-24
12134139,2018-04-15,1.0,25.0,2018-05-10
12144128,2018-10-01,1.0,24.000000000000004,2018-10-25
12205006,2018-03-01,1.0,26.0,2018-03-27
12205006,2018-11-01,1.0,14.0,2018-11-15
12241469,2018-06-01,1.0,22.000000000000004,2018-06-23
12328413,2018-12-01,1.0,28.0,2018-12-29
12328413,2019-05-01,1.0,17.0,2019-05-18
12606037,2018-06-15,1.0,28.0,2018-07-13
12616386,2018-09-01,1.0,28.0,2018-09-29
12640214,2018-07-01,1.0,25.0,2018-07-26
12640214,2018-10-01,1.0,23.000000000000004,2018-10-24
12640214,2019-04-01,1.0,23.000000000000004,2019-04-24
12687379,2018-07-01,1.0,24.000000000000004,2018-07-25
12691278,2018-06-01,1.0,22.000000000000004,2018-06-23
12691278,2018-11-01,1.0,28.0,2018-11-29
12780047,2019-10-01,1.0,23.000000000000004,2019-10-24
12855851,2018-03-01,1.0,30.0,2018-03-31
12943173,2018-05-15,1.0,24.000000000000004,2018-06-08
12943173,2019-06-15,1.0,18.0,2019-07-03
13153992,2018-02-15,1.0,16.0,2018-03-03
13163498,2018-05-01,1.0,23.000000000000004,2018-05-24
13471193,2018-09-01,1.0,28.0,2018-09-29
13471193,2019-09-01,1.0,14.0,2019-09-15
13504527,2019-07-15,1.0,26.0,2019-08-10
13688966,2018-07-15,1.0,23.000000000000004,2018-08-07
13766215,2018-03-15,1.0,17.0,2018-04-01
13958058,2019-06-15,1.0,26.0,2019-07-11
13992537,2019-01-15,1.0,17.0,2019-02-01
13992537,2019-12-01,1.0,15.0,2019-12-16
14019580,2018-12-01,1.0,19.0,2018-12-20
14253121,2019-01-15,1.0,25.0,2019-02-09
14331981,2018-05-01,1.0,29.0,2018-05-30
14371185,2018-04-01,1.0,17.0,2018-04-18
14371185,2018-11-15,1.0,18.0,2018-12-03
14410317,2019-09-01,1.0,24.000000000000004,2019-09-25
14837930,2019-01-01,1.0,14.0,2019-01-15
14884706,2019-06-15,1.0,16.0,2019-07-01
14884706,2019-08-01,1.0,21.0,2019-08-22
15168440,2019-11-15,1.0,25.0,2019-12-10
15310631,2019-06-15,1.0,18.0,2019-07-03
15376492,2018-02-15,1.0,23.000000000000004,2018-03-10
15376492,2018-09-15,1.0,18.0,2018-10-03
15407527,2018-10-15,1.0,29.0,2018-11-13
15409117,2018-11-01,1.0,14.0,2018-11-15
15487436,2018-11-15,1.0,23.000000000000004,2018-12-08
15487436,2019-01-01,1.0,23.000000000000004,2019-01-24
15554591,2018-10-01,1.0,16.0,2018-10-17
15554591,2019-02-01,1.0,18.0,2019-02-19
15564828,2018-06-01,1.0,29.0,2018-06-30
15564828,2018-12-01,1.0,27.0,2018-12-28
15699788,2018-05-15,1.0,23.000000000000004,2018-06-07
15724168,2018-06-15,1.0,29.0,2018-07-14
15724168,2018-09-15,1.0,23.000000000000004,2018-10-08
15724168,2019-06-01,1.0,28.0,2019-06-29
15724168,2019-11-15,1.0,28.0,2019-12-13
15856275,2018-10-01,1.0,24.000000000000004,2018-10-25
15856275,2019-02-15,1.0,26.0,2019-03-13
15856275,2019-04-15,1.0,24.000000000000004,2019-05-09
16226414,2018-11-01,1.0,23.000000000000004,2018-11-24
16312051,2018-09-01,1.0,24.000000000000004,2018-09-25
16433726,2018-04-01,1.0,15.0,2018-04-16
16433726,2018-06-15,1.0,17.0,2018-07-02
16518012,2019-10-15,1.0,24.000000000000004,2019-11-08
16677765,2018-02-15,1.0,19.0,2018-03-06
16764225,2018-08-01,1.0,24.000000000000004,2018-08-25
16807197,2018-12-01,1.0,22.000000000000004,2018-12-23
16807197,2019-05-01,1.0,25.0,2019-05-26
16913548,2018-12-01,1.0,25.0,2018-12-26
16913548,2019-02-15,1.0,16.0,2019-03-03
16915713,2018-10-01,1.0,20.0,2018-10-21
17142097,2019-02-01,1.0,15.0,2019-02-16
17437290,2019-05-01,1.0,17.0,2019-05-18
17469880,2018-03-01,1.0,22.000000000000004,2018-03-23
17536125,2018-09-01,1.0,15.0,2018-09-16
17536125,2018-11-15,1.0,20.0,2018-12-05
17875822,2018-04-15,1.0,21.0,2018-05-06
17901901,2018-09-01,1.0,23.000000000000004,2018-09-24
17901901,2019-04-01,1.0,23.000000000000004,2019-04-24
17901901,2019-09-15,1.0,16.0,2019-10-01
17901901,2019-11-01,1.0,23.000000000000004,2019-11-24
17910732,2018-02-01,1.0,15.0,2018-02-16
18033300,2019-06-01,1.0,17.0,2019-06-18
18074328,2018-03-15,1.0,28.0,2018-04-12
18074328,2018-07-15,1.0,27.0,2018-08-11
18074328,2019-01-01,1.0,14.0,2019-01-15
18074328,2019-04-01,1.0,15.0,2019-04-16
18074328,2019-06-01,1.0,29.0,2019-06-30
18125555,2018-03-15,1.0,18.0,2018-04-02
18156459,2019-02-15,1.0,26.0,2019-03-13
18219250,2018-04-01,1.0,16.0,2018-04-17
18219250,2019-03-15,1.0,19.0,2019-04-03
18219250,2019-07-01,1.0,22.000000000000004,2019-07-23
18368015,2018-08-01,1.0,29.0,2018-08-30
18368015,2018-10-01,1.0,27.0,2018-10-28
18371017,2018-04-01,1.0,28.0,2018-04-29
18371017,2018-12-01,1.0,16.0,2018-12-17
18405728,2018-09-01,1.0,15.0,2018-09-16
18405728,2019-01-15,1.0,24.000000000000004,2019-02-08
18405728,2019-07-01,1.0,28.0,2019-07-29
18510290,2019-07-01,1.0,14.0,2019-07-15
18583518,2019-08-15,1.0,18.0,2019-09-02
18591726,2018-02-01,1.0,16.0,2018-02-17
18597277,2018-07-01,1.0,15.0,2018-07-16
18597277,2019-05-01,1.0,29.0,2019-05-30
18597277,2020-01-15,1.0,27.0,2020-02-11
18626012,2018-06-01,1.0,22.000000000000004,2018-06-23
18626012,2018-12-01,1.0,24.000000000000004,2018-12-25
18628182,2018-07-15,1.0,20.0,2018-08-04
18628182,2019-02-15,1.0,19.0,2019-03-06
18730955,2018-08-01,1.0,17.0,2018-08-18
18732783,2018-09-01,1.0,14.0,2018-09-15
18816985,2019-01-01,1.0,27.0,2019-01-28
18887776,2018-04-01,1.0,18.0,2018-04-19
18887776,2018-09-15,1.0,17.0,2018-10-02
18887776,2019-03-01,1.0,14.0,2019-03-15
18887776,2019-05-01,1.0,20.0,2019-05-21
18909439,2019-06-01,1.0,27.0,2019-06-28
19061962,2019-01-01,1.0,14.0,2019-01-15
19070311,2018-04-01,1.0,18.0,2018-04-19
19107317,2019-04-15,1.0,27.0,2019-05-12
19107317,2019-11-01,1.0,20.0,2019-11-21
19107317,2020-01-01,1.0,26.0,2020-01-27
19160622,2018-12-01,1.0,19.0,2018-12-20
19160622,2019-07-01,1.0,22.000000000000004,2019-07-23
19317408,2019-09-15,1.0,24.000000000000004,2019-10-09
19325309,2019-04-15,1.0,26.0,2019-05-11
19508368,2019-01-15,1.0,20.0,2019-02-04
19553420,2018-07-15,1.0,20.0,2018-08-04
19703603,2018-04-01,1.0,27.0,2018-04-28
19703603,2018-06-01,1.0,29.0,2018-06-30
19797868,2018-08-01,1.0,17.0,2018-08-18
19797868,2019-12-15,1.0,26.0,2020-01-10
19802835,2018-08-15,1.0,23.000000000000004,2018-09-07
19802835,2019-01-01,1.0,19.0,2019-01-20
19802835,2019-06-15,1.0,17.0,2019-07-02
19912131,2018-07-01,1.0,24.000000000000004,2018-07-25
20268574,2019-05-15,1.0,22.000000000000004,2019-06-06
20420989,2019-06-01,1.0,27.0,2019-06-28
20478262,2018-11-01,1.0,14.0,2018-11-15
20483303,2018-06-01,1.0,29.0,2018-06-30
20483303,2019-04-01,1.0,20.0,2019-04-21
20491166,2019-01-01,1.0,24.000000000000004,2019-01-25
20491166,2019-03-15,1.0,25.0,2019-04-09
20502899,2018-08-15,1.0,18.0,2018-09-02
20508512,2018-08-01,1.0,30.0,2018-08-31
20514290,2018-11-01,1.0,21.0,2018-11-22
20514290,2019-02-01,1.0,14.0,2019-02-15
20514290,2019-04-15,1.0,20.0,2019-05-05
20514290,2019-09-15,1.0,17.0,2019-10-02
20518290,2019-09-15,1.0,24.000000000000004,2019-10-09
20518290,2019-12-15,1.0,26.0,2020-01-10
20572303,2018-12-01,1.0,27.0,2018-12-28
20572303,2019-02-01,1.0,21.0,2019-02-22
20632757,2019-07-01,1.0,14.0,2019-07-15
20644565,2019-05-15,1.0,18.0,2019-06-02
20648405,2019-10-01,1.0,29.0,2019-10-30
20654678,2018-05-01,1.0,14.0,2018-05-15
20654678,2019-06-15,1.0,17.0,2019-07-02
20654678,2019-11-01,1.0,19.0,2019-11-20
20694610,2018-03-15,1.0,20.0,2018-04-04
20698451,2019-07-01,1.0,23.000000000000004,2019-07-24
20786541,2019-06-15,1.0,20.0,2019-07-05
20791256,2019-01-15,1.0,17.0,2019-02-01
20795350,2018-02-01,1.0,17.0,2018-02-18
20880226,2018-08-01,1.0,20.0,2018-08-21
20880226,2019-08-15,1.0,18.0,2019-09-02
20915939,2018-09-01,1.0,21.0,2018-09-22
20992230,2018-09-01,1.0,23.000000000000004,2018-09-24
20992230,2019-03-15,1.0,18.0,2019-04-02
20992230,2019-07-01,1.0,14.0,2019-07-15
20992230,2019-09-15,1.0,28.0,2019-10-13
20992865,2019-03-15,1.0,17.0,2019-04-01
21043171,2018-11-01,1.0,23.000000000000004,2018-11-24
21045643,2018-12-01,1.0,26.0,2018-12-27
21065580,2018-02-01,1.0,15.0,2018-02-16
21065580,2018-05-01,1.0,30.0,2018-05-31
21065580,2019-08-01,1.0,18.0,2019-08-19
21065580,2019-12-01,1.0,27.0,2019-12-28
21100670,2018-04-15,1.0,16.0,2018-05-01
21100670,2019-08-15,1.0,26.0,2019-09-10
21124554,2018-08-15,1.0,25.0,2018-09-09
21124554,2018-11-01,1.0,14.0,2018-11-15
21124554,2019-06-01,1.0,28.0,2019-06-29
21124554,2019-08-15,1.0,20.0,2019-09-04
21130533,2018-08-01,1.0,28.0,2018-08-29
21130533,2018-12-01,1.0,25.0,2018-12-26
21154143,2018-05-01,1.0,14.0,2018-05-15
21154143,2019-12-01,1.0,17.0,2019-12-18
21156626,2019-05-01,1.0,15.0,2019-05-16
21167655,2018-05-15,1.0,18.0,2018-06-02
21225739,2018-10-01,1.0,14.0,2018-10-15
21240353,2018-02-15,1.0,27.0,2018-03-14
21258576,2018-11-15,1.0,17.0,2018-12-02
21292708,2018-08-15,1.0,19.0,2018-09-03
21292708,2019-05-15,1.0,27.0,2019-06-11
21300284,2018-06-01,1.0,24.000000000000004,2018-06-25
21302211,2019-10-15,1.0,28.0,2019-11-12
21313349,2019-01-01,1.0,26.0,2019-01-27
21363675,2018-10-15,1.0,18.0,2018-11-02
21363675,2019-05-01,1.0,26.0,2019-05-27
21427006,2018-04-01,1.0,14.0,2018-04-15
21427006,2018-12-01,1.0,17.0,2018-12-18
21437398,2019-12-15,1.0,27.0,2020-01-11
21455480,2018-04-01,1.0,27.0,2018-04-28
21472023,2018-01-15,1.0,21.0,2018-02-05
21472023,2018-11-01,1.0,14.0,2018-11-15
21494907,2018-02-15,1.0,15.0,2018-03-02
21504062,2018-06-15,1.0,16.0,2018-07-01
21532585,2018-08-15,1.0,20.0,2018-09-04
21565409,2018-04-15,1.0,18.0,2018-05-03
21580256,2018-09-15,1.0,17.0,2018-10-02
21580256,2018-12-01,1.0,18.0,2018-12-19
21615575,2018-10-15,1.0,21.0,2018-11-05
21615575,2019-01-15,1.0,26.0,2019-02-10
21617955,2019-06-01,1.0,28.0,2019-06-29
21617955,2019-12-01,1.0,18.0,2019-12-19
21633175,2019-10-15,1.0,17.0,2019-11-01
21654122,2019-03-01,1.0,20.0,2019-03-21
21656871,2018-02-15,1.0,22.000000000000004,2018-03-09
21656871,2018-06-01,1.0,29.0,2018-06-30
21673391,2019-01-15,1.0,18.0,2019-02-02
21673391,2019-09-01,1.0,26.0,2019-09-27
21693738,2018-02-15,1.0,17.0,2018-03-04
21693738,2018-06-01,1.0,15.0,2018-06-16
21736276,2018-05-01,1.0,26.0,2018-05-27
21736276,2019-04-01,1.0,20.0,2019-04-21
21787709,2018-03-01,1.0,14.0,2018-03-15
21787709,2018-10-01,1.0,22.000000000000004,2018-10-23
21802540,2019-02-01,1.0,14.0,2019-02-15
21802540,2019-03-15,1.0,23.000000000000004,2019-04-07
21802540,2019-07-01,1.0,23.000000000000004,2019-07-24
21812625,2019-08-01,1.0,15.0,2019-08-16
21827001,2019-11-01,1.0,23.000000000000004,2019-11-24
21836936,2018-12-15,1.0,29.0,2019-01-13
21838457,2019-06-15,1.0,26.0,2019-07-11
21838536,2018-11-01,1.0,23.000000000000004,2018-11-24
21846488,2018-03-01,1.0,28.0,2018-03-29
21846488,2018-11-01,1.0,15.0,2018-11-16
21849286,2019-09-01,1.0,14.0,2019-09-15
21854385,2019-01-01,1.0,14.0,2019-01-15
21920186,2018-11-01,1.0,22.000000000000004,2018-11-23
21951437,2018-08-15,1.0,25.0,2018-09-09
21951437,2018-12-15,1.0,24.000000000000004,2019-01-08
21968064,2018-06-01,1.0,19.0,2018-06-20
22016393,2018-11-15,1.0,25.0,2018-12-10
22020198,2018-08-15,1.0,28.0,2018-09-12
22025290,2018-05-01,1.0,19.0,2018-05-20
22149404,2018-06-01,1.0,29.0,2018-06-30
22168131,2018-06-01,1.0,21.0,2018-06-22
22184621,2019-05-01,1.0,21.0,2019-05-22
22186976,2019-09-01,1.0,20.0,2019-09-21
22253819,2018-07-01,1.0,21.0,2018-07-22
22253819,2018-12-01,1.0,17.0,2018-12-18
22253819,2020-01-01,1.0,14.0,2020-01-15
22257833,2018-05-01,1.0,14.0,2018-05-15
22257833,2018-06-01,1.0,29.0,2018-06-30
22259175,2018-06-01,1.0,23.000000000000004,2018-06-24
22269894,2018-02-01,1.0,17.0,2018-02-18
22269894,2019-02-01,1.0,22.000000000000004,2019-02-23
22355451,2018-05-01,1.0,15.0,2018-05-16
22365608,2018-06-01,1.0,21.0,2018-06-22
22365608,2018-09-01,1.0,23.000000000000004,2018-09-24
22409431,2018-04-15,1.0,18.0,2018-05-03
22409431,2019-03-15,1.0,23.000000000000004,2019-04-07
22409431,2019-11-15,1.0,23.000000000000004,2019-12-08
22455736,2019-02-15,1.0,15.0,2019-03-02
22458471,2018-05-01,1.0,14.0,2018-05-15
22458471,2019-11-01,1.0,27.0,2019-11-28
22484632,2019-07-01,1.0,14.0,2019-07-15
22510310,2019-03-01,1.0,30.0,2019-03-31
22510310,2019-05-15,1.0,24.000000000000004,2019-06-08
22510310,2019-07-15,1.0,18.0,2019-08-02
22552479,2018-10-01,1.0,14.0,2018-10-15
22552479,2019-02-15,1.0,25.0,2019-03-12
22561231,2018-09-01,1.0,26.0,2018-09-27
22627647,2019-02-01,1.0,23.000000000000004,2019-02-24
22627647,2019-07-15,1.0,27.0,2019-08-11
22670470,2018-06-01,1.0,29.0,2018-06-30
22687352,2019-08-01,1.0,22.000000000000004,2019-08-23
22689139,2018-07-15,1.0,20.0,2018-08-04
22714253,2018-04-01,1.0,14.0,2018-04-15
22818297,2018-10-15,1.0,27.0,2018-11-11
22818578,2018-09-15,1.0,17.0,2018-10-02
22820355,2018-08-01,1.0,15.0,2018-08-16
22820355,2018-11-01,1.0,17.0,2018-11-18
22836412,2019-03-01,1.0,14.0,2019-03-15
22841783,2018-09-15,1.0,18.0,2018-10-03
22856032,2019-03-01,1.0,22.000000000000004,2019-03-23
22877031,2018-05-01,1.0,23.000000000000004,2018-05-24
22940469,2019-01-01,1.0,17.0,2019-01-18
22958834,2018-08-01,1.0,27.0,2018-08-28
22958834,2019-04-01,1.0,21.0,2019-04-22
22958834,2019-10-01,1.0,14.0,2019-10-15
22959224,2019-01-01,1.0,17.0,2019-01-18
22960907,2018-03-15,1.0,19.0,2018-04-03
22960907,2018-11-15,1.0,23.000000000000004,2018-12-08
22976167,2018-06-15,1.0,24.000000000000004,2018-07-09
22976167,2019-08-01,1.0,25.0,2019-08-26
22980711,2019-09-15,1.0,22.000000000000004,2019-10-07
22993390,2018-02-15,1.0,21.0,2018-03-08
22993390,2018-07-15,1.0,19.0,2018-08-03
22993390,2018-11-01,1.0,22.000000000000004,2018-11-23
22993390,2020-01-01,1.0,14.0,2020-01-15
23018618,2018-04-01,1.0,24.000000000000004,2018-04-25
23034390,2018-03-01,1.0,14.0,2018-03-15
23034390,2018-09-01,1.0,22.000000000000004,2018-09-23
23097521,2019-07-15,1.0,19.0,2019-08-03
23102290,2020-01-01,1.0,14.0,2020-01-15
23111522,2018-11-15,1.0,18.0,2018-12-03
23111522,2019-02-15,1.0,17.0,2019-03-04
23122135,2018-10-15,1.0,19.0,2018-11-03
23123883,2019-04-15,1.0,24.000000000000004,2019-05-09
23123883,2019-07-01,1.0,23.000000000000004,2019-07-24
23123883,2019-11-15,1.0,19.0,2019-12-04
23161357,2019-06-01,1.0,27.0,2019-06-28
23166307,2018-08-15,1.0,25.0,2018-09-09
23220337,2018-07-15,1.0,25.0,2018-08-09
23220337,2018-11-01,1.0,19.0,2018-11-20
23220337,2019-03-01,1.0,28.0,2019-03-29
23271397,2018-11-15,1.0,23.000000000000004,2018-12-08
23272544,2019-03-15,1.0,18.0,2019-04-02
23272544,2019-05-01,1.0,26.0,2019-05-27
23282491,2019-06-01,1.0,25.0,2019-06-26
23283197,2019-04-01,1.0,25.0,2019-04-26
23326941,2019-11-01,1.0,26.0,2019-11-27
23328669,2019-01-01,1.0,21.0,2019-01-22
23344965,2018-06-15,1.0,24.000000000000004,2018-07-09
23344965,2019-08-01,1.0,27.0,2019-08-28
23370689,2019-06-15,1.0,20.0,2019-07-05
23370689,2019-09-01,1.0,26.0,2019-09-27
23393929,2018-03-01,1.0,15.0,2018-03-16
23397860,2019-01-01,1.0,16.0,2019-01-17
23458108,2018-11-15,1.0,19.0,2018-12-04
23459695,2019-05-01,1.0,24.000000000000004,2019-05-25
23524577,2018-09-15,1.0,27.0,2018-10-12
23526154,2018-07-01,1.0,20.0,2018-07-21
23526154,2019-10-01,1.0,24.000000000000004,2019-10-25
23527973,2018-04-15,1.0,17.0,2018-05-02
23528098,2018-11-01,1.0,24.000000000000004,2018-11-25
23528098,2019-04-01,1.0,20.0,2019-04-21
23554690,2019-04-01,1.0,23.000000000000004,2019-04-24
23559863,2018-05-01,1.0,19.0,2018-05-20
23602160,2018-12-15,1.0,19.0,2019-01-03
23639315,2019-04-01,1.0,29.0,2019-04-30
23644190,2019-02-15,1.0,23.000000000000004,2019-03-10
23668995,2019-01-01,1.0,29.0,2019-01-30
