user_id,cutoff_time,label,days_to_churn,churn_date
4125711,2019-01-01,1.0,35.0,2019-02-05
4125711,2019-08-01,1.0,41.0,2019-09-11
4127089,2018-04-01,1.0,39.0,2018-05-10
4675177,2019-11-01,1.0,37.0,2019-12-08
4713156,2019-10-01,1.0,51.0,2019-11-21
4794831,2018-11-01,1.0,55.0,2018-12-26
4915486,2018-07-01,1.0,42.0,2018-08-12
4915486,2019-01-01,1.0,36.0,2019-02-06
4915486,2019-12-01,1.0,32.0,2020-01-02
5285686,2019-09-01,1.0,38.0,2019-10-09
5313783,2018-10-01,1.0,31.0,2018-11-01
5313783,2019-04-01,1.0,58.0,2019-05-29
5315168,2018-06-01,1.0,33.0,2018-07-04
5315168,2019-03-01,1.0,50.0,2019-04-20
5315168,2019-11-01,1.0,36.0,2019-12-07
5484492,2018-08-01,1.0,47.00000000000001,2018-09-17
5524905,2018-05-01,1.0,52.0,2018-06-22
5576990,2019-12-01,1.0,48.00000000000001,2020-01-18
5690948,2018-03-01,1.0,49.0,2018-04-19
5959099,2018-07-01,1.0,32.0,2018-08-02
5959099,2018-12-01,1.0,55.0,2019-01-25
5959099,2019-04-01,1.0,32.0,2019-05-03
5959099,2019-08-01,1.0,53.0,2019-09-23
6176776,2018-07-01,1.0,32.0,2018-08-02
6225897,2018-11-01,1.0,56.0,2018-12-27
6463975,2018-02-01,1.0,58.0,2018-03-31
6659366,2018-06-01,1.0,50.0,2018-07-21
6659366,2019-03-01,1.0,39.0,2019-04-09
6663444,2018-09-01,1.0,60.0,2018-10-31
6767340,2018-09-01,1.0,51.0,2018-10-22
6767340,2019-03-01,1.0,38.0,2019-04-08
6767340,2019-06-01,1.0,38.0,2019-07-09
6771954,2018-05-01,1.0,49.0,2018-06-19
6777588,2018-05-01,1.0,38.0,2018-06-08
6964489,2018-12-01,1.0,31.0,2019-01-01
7046792,2018-05-01,1.0,57.0,2018-06-27
7046792,2018-10-01,1.0,31.0,2018-11-01
7167025,2019-03-01,1.0,50.0,2019-04-20
7183375,2018-10-01,1.0,35.0,2018-11-05
7236692,2018-03-01,1.0,40.0,2018-04-10
7236692,2018-10-01,1.0,36.0,2018-11-06
7255819,2018-09-01,1.0,55.0,2018-10-26
7255819,2019-04-01,1.0,44.00000000000001,2019-05-15
7311265,2019-01-01,1.0,55.0,2019-02-25
7311265,2019-07-01,1.0,40.0,2019-08-10
7618703,2019-02-01,1.0,57.0,2019-03-30
7662120,2019-04-01,1.0,32.0,2019-05-03
7691924,2018-06-01,1.0,36.0,2018-07-07
7691924,2018-10-01,1.0,41.0,2018-11-11
7826707,2019-01-01,1.0,54.0,2019-02-24
7832442,2018-08-01,1.0,31.0,2018-09-01
7832442,2018-12-01,1.0,33.0,2019-01-03
7832442,2019-06-01,1.0,34.0,2019-07-05
7832442,2019-12-01,1.0,54.0,2020-01-24
7901383,2019-06-01,1.0,34.0,2019-07-05
7920047,2018-06-01,1.0,38.0,2018-07-09
7920047,2019-01-01,1.0,48.00000000000001,2019-02-18
7920047,2019-07-01,1.0,31.0,2019-08-01
8014184,2018-10-01,1.0,60.0,2018-11-30
8014184,2019-02-01,1.0,32.0,2019-03-05
8014184,2019-08-01,1.0,49.0,2019-09-19
8577633,2018-06-01,1.0,30.0,2018-07-01
8763591,2019-03-01,1.0,40.0,2019-04-10
8815236,2018-05-01,1.0,43.0,2018-06-13
8843899,2018-06-01,1.0,46.00000000000001,2018-07-17
8874322,2018-12-01,1.0,44.00000000000001,2019-01-14
8905927,2019-08-01,1.0,34.0,2019-09-04
8918133,2018-11-01,1.0,42.0,2018-12-13
8957332,2019-05-01,1.0,39.0,2019-06-09
9014949,2019-09-01,1.0,55.0,2019-10-26
9066496,2018-02-01,1.0,36.0,2018-03-09
9066496,2018-07-01,1.0,61.0,2018-08-31
9066496,2018-12-01,1.0,57.0,2019-01-27
9066496,2019-03-01,1.0,45.00000000000001,2019-04-15
9145763,2018-12-01,1.0,52.0,2019-01-22
9145763,2019-03-01,1.0,51.0,2019-04-21
9248283,2019-01-01,1.0,48.00000000000001,2019-02-18
9264716,2018-04-01,1.0,54.0,2018-05-25
9460020,2018-11-01,1.0,35.0,2018-12-06
9460020,2019-06-01,1.0,58.0,2019-07-29
9460020,2019-12-01,1.0,33.0,2020-01-03
9528182,2018-06-01,1.0,33.0,2018-07-04
10004253,2018-11-01,1.0,40.0,2018-12-11
10004253,2019-01-01,1.0,52.0,2019-02-22
10004253,2019-07-01,1.0,47.00000000000001,2019-08-17
10033435,2018-06-01,1.0,40.0,2018-07-11
10033435,2018-12-01,1.0,48.00000000000001,2019-01-18
10180554,2018-11-01,1.0,50.0,2018-12-21
10180554,2019-03-01,1.0,43.0,2019-04-13
10180554,2019-07-01,1.0,31.0,2019-08-01
10180554,2019-09-01,1.0,51.0,2019-10-22
10397006,2018-10-01,1.0,33.0,2018-11-03
10397006,2019-06-01,1.0,30.0,2019-07-01
10397006,2019-10-01,1.0,43.0,2019-11-13
10509007,2018-06-01,1.0,53.0,2018-07-24
10665782,2019-08-01,1.0,57.0,2019-09-27
10817445,2018-11-01,1.0,35.0,2018-12-06
10817445,2019-05-01,1.0,54.0,2019-06-24
10817445,2019-08-01,1.0,54.0,2019-09-24
11001241,2018-02-01,1.0,49.0,2018-03-22
11001241,2018-06-01,1.0,46.00000000000001,2018-07-17
11001241,2019-09-01,1.0,44.00000000000001,2019-10-15
11070640,2018-06-01,1.0,40.0,2018-07-11
11070640,2018-10-01,1.0,43.0,2018-11-13
11249217,2019-01-01,1.0,47.00000000000001,2019-02-17
11249217,2019-04-01,1.0,37.0,2019-05-08
11344602,2018-03-01,1.0,56.0,2018-04-26
11692694,2019-01-01,1.0,31.0,2019-02-01
11735347,2019-11-01,1.0,32.0,2019-12-03
11945450,2019-05-01,1.0,40.0,2019-06-10
12134139,2018-04-01,1.0,56.0,2018-05-27
12144128,2018-10-01,1.0,41.0,2018-11-11
12205006,2018-03-01,1.0,43.0,2018-04-13
12205006,2018-11-01,1.0,31.0,2018-12-02
12241469,2018-06-01,1.0,39.0,2018-07-10
12328413,2018-12-01,1.0,45.00000000000001,2019-01-15
12606037,2018-06-01,1.0,59.0,2018-07-30
12616386,2018-09-01,1.0,45.00000000000001,2018-10-16
12640214,2018-07-01,1.0,42.0,2018-08-12
12640214,2018-10-01,1.0,40.0,2018-11-10
12640214,2019-04-01,1.0,40.0,2019-05-11
12687379,2018-07-01,1.0,41.0,2018-08-11
12691278,2018-06-01,1.0,39.0,2018-07-10
12691278,2018-11-01,1.0,45.00000000000001,2018-12-16
12780047,2019-10-01,1.0,40.0,2019-11-10
12855851,2018-03-01,1.0,47.00000000000001,2018-04-17
12943173,2018-05-01,1.0,55.0,2018-06-25
12943173,2019-06-01,1.0,49.0,2019-07-20
13153992,2018-02-01,1.0,47.00000000000001,2018-03-20
13163498,2018-05-01,1.0,40.0,2018-06-10
13471193,2018-09-01,1.0,45.00000000000001,2018-10-16
13471193,2019-09-01,1.0,31.0,2019-10-02
13504527,2019-07-01,1.0,57.0,2019-08-27
13688966,2018-07-01,1.0,54.0,2018-08-24
13766215,2018-03-01,1.0,48.00000000000001,2018-04-18
13958058,2019-06-01,1.0,57.0,2019-07-28
13992537,2019-01-01,1.0,48.00000000000001,2019-02-18
14019580,2018-12-01,1.0,36.0,2019-01-06
14253121,2019-01-01,1.0,56.0,2019-02-26
14331981,2018-05-01,1.0,46.00000000000001,2018-06-16
14371185,2018-04-01,1.0,34.0,2018-05-05
14371185,2018-11-01,1.0,49.0,2018-12-20
14410317,2019-09-01,1.0,41.0,2019-10-12
14837930,2019-01-01,1.0,31.0,2019-02-01
14884706,2019-08-01,1.0,38.0,2019-09-08
15168440,2019-11-01,1.0,56.0,2019-12-27
15310631,2019-06-01,1.0,49.0,2019-07-20
15376492,2018-02-01,1.0,54.0,2018-03-27
15376492,2018-09-01,1.0,49.0,2018-10-20
15407527,2018-10-01,1.0,60.0,2018-11-30
15409117,2018-11-01,1.0,31.0,2018-12-02
15487436,2019-01-01,1.0,40.0,2019-02-10
15554591,2018-10-01,1.0,33.0,2018-11-03
15554591,2019-02-01,1.0,35.0,2019-03-08
15564828,2018-06-01,1.0,46.00000000000001,2018-07-17
15564828,2018-12-01,1.0,44.00000000000001,2019-01-14
15699788,2018-05-01,1.0,54.0,2018-06-24
15724168,2018-06-01,1.0,60.0,2018-07-31
15724168,2018-09-01,1.0,54.0,2018-10-25
15724168,2019-06-01,1.0,45.00000000000001,2019-07-16
15724168,2019-11-01,1.0,59.0,2019-12-30
15856275,2018-10-01,1.0,41.0,2018-11-11
15856275,2019-04-01,1.0,55.0,2019-05-26
16226414,2018-11-01,1.0,40.0,2018-12-11
16312051,2018-09-01,1.0,41.0,2018-10-12
16433726,2018-04-01,1.0,32.0,2018-05-03
16433726,2018-06-01,1.0,48.00000000000001,2018-07-19
16518012,2019-10-01,1.0,55.0,2019-11-25
16677765,2018-02-01,1.0,50.0,2018-03-23
16764225,2018-08-01,1.0,41.0,2018-09-11
16807197,2018-12-01,1.0,39.0,2019-01-09
16807197,2019-05-01,1.0,42.0,2019-06-12
16913548,2018-12-01,1.0,42.0,2019-01-12
16913548,2019-02-01,1.0,47.00000000000001,2019-03-20
16915713,2018-10-01,1.0,37.0,2018-11-07
17142097,2019-02-01,1.0,32.0,2019-03-05
17437290,2019-05-01,1.0,34.0,2019-06-04
17469880,2018-03-01,1.0,39.0,2018-04-09
17536125,2018-09-01,1.0,32.0,2018-10-03
17536125,2018-11-01,1.0,51.0,2018-12-22
17875822,2018-04-01,1.0,52.0,2018-05-23
17901901,2018-09-01,1.0,40.0,2018-10-11
17901901,2019-04-01,1.0,40.0,2019-05-11
17901901,2019-11-01,1.0,40.0,2019-12-11
17910732,2018-02-01,1.0,32.0,2018-03-05
18033300,2019-06-01,1.0,34.0,2019-07-05
18074328,2018-03-01,1.0,59.0,2018-04-29
18074328,2018-07-01,1.0,58.0,2018-08-28
18074328,2019-01-01,1.0,31.0,2019-02-01
18074328,2019-04-01,1.0,32.0,2019-05-03
18074328,2019-06-01,1.0,46.00000000000001,2019-07-17
18125555,2018-03-01,1.0,49.0,2018-04-19
18156459,2019-02-01,1.0,57.0,2019-03-30
18219250,2018-04-01,1.0,33.0,2018-05-04
18219250,2019-03-01,1.0,50.0,2019-04-20
18219250,2019-07-01,1.0,39.0,2019-08-09
18368015,2018-10-01,1.0,44.00000000000001,2018-11-14
18371017,2018-04-01,1.0,45.00000000000001,2018-05-16
18371017,2018-12-01,1.0,33.0,2019-01-03
18405728,2018-09-01,1.0,32.0,2018-10-03
18405728,2019-01-01,1.0,55.0,2019-02-25
18405728,2019-07-01,1.0,45.00000000000001,2019-08-15
18510290,2019-07-01,1.0,31.0,2019-08-01
18583518,2019-08-01,1.0,49.0,2019-09-19
18591726,2018-02-01,1.0,33.0,2018-03-06
18597277,2018-07-01,1.0,32.0,2018-08-02
18597277,2019-05-01,1.0,46.00000000000001,2019-06-16
18597277,2020-01-01,1.0,58.0,2020-02-28
18626012,2018-06-01,1.0,39.0,2018-07-10
18626012,2018-12-01,1.0,41.0,2019-01-11
18628182,2018-07-01,1.0,51.0,2018-08-21
18628182,2019-02-01,1.0,50.0,2019-03-23
18730955,2018-08-01,1.0,34.0,2018-09-04
18732783,2018-09-01,1.0,31.0,2018-10-02
18816985,2019-01-01,1.0,44.00000000000001,2019-02-14
18887776,2018-04-01,1.0,35.0,2018-05-06
18887776,2018-09-01,1.0,48.00000000000001,2018-10-19
18887776,2019-03-01,1.0,31.0,2019-04-01
18887776,2019-05-01,1.0,37.0,2019-06-07
18909439,2019-06-01,1.0,44.00000000000001,2019-07-15
19061962,2019-01-01,1.0,31.0,2019-02-01
19070311,2018-04-01,1.0,35.0,2018-05-06
19107317,2019-04-01,1.0,58.0,2019-05-29
19107317,2019-11-01,1.0,37.0,2019-12-08
19107317,2020-01-01,1.0,43.0,2020-02-13
19160622,2018-12-01,1.0,36.0,2019-01-06
19160622,2019-07-01,1.0,39.0,2019-08-09
19317408,2019-09-01,1.0,55.0,2019-10-26
19325309,2019-04-01,1.0,57.0,2019-05-28
19508368,2019-01-01,1.0,51.0,2019-02-21
19553420,2018-07-01,1.0,51.0,2018-08-21
19703603,2018-04-01,1.0,44.00000000000001,2018-05-15
19703603,2018-06-01,1.0,46.00000000000001,2018-07-17
19797868,2018-08-01,1.0,34.0,2018-09-04
19802835,2018-08-01,1.0,54.0,2018-09-24
19802835,2019-01-01,1.0,36.0,2019-02-06
19802835,2019-06-01,1.0,48.00000000000001,2019-07-19
19912131,2018-07-01,1.0,41.0,2018-08-11
20268574,2019-05-01,1.0,53.0,2019-06-23
20420989,2019-06-01,1.0,44.00000000000001,2019-07-15
20478262,2018-11-01,1.0,31.0,2018-12-02
20483303,2018-06-01,1.0,46.00000000000001,2018-07-17
20483303,2019-04-01,1.0,37.0,2019-05-08
20491166,2019-01-01,1.0,41.0,2019-02-11
20491166,2019-03-01,1.0,56.0,2019-04-26
20502899,2018-08-01,1.0,49.0,2018-09-19
20508512,2018-08-01,1.0,47.00000000000001,2018-09-17
20514290,2018-11-01,1.0,38.0,2018-12-09
20514290,2019-04-01,1.0,51.0,2019-05-22
20514290,2019-09-01,1.0,48.00000000000001,2019-10-19
20518290,2019-09-01,1.0,55.0,2019-10-26
20572303,2018-12-01,1.0,44.00000000000001,2019-01-14
20572303,2019-02-01,1.0,38.0,2019-03-11
20632757,2019-07-01,1.0,31.0,2019-08-01
20644565,2019-05-01,1.0,49.0,2019-06-19
20648405,2019-10-01,1.0,46.00000000000001,2019-11-16
20654678,2018-05-01,1.0,31.0,2018-06-01
20654678,2019-06-01,1.0,48.00000000000001,2019-07-19
20654678,2019-11-01,1.0,36.0,2019-12-07
20694610,2018-03-01,1.0,51.0,2018-04-21
20698451,2019-07-01,1.0,40.0,2019-08-10
20786541,2019-06-01,1.0,51.0,2019-07-22
20795350,2018-02-01,1.0,34.0,2018-03-07
20880226,2018-08-01,1.0,37.0,2018-09-07
20880226,2019-08-01,1.0,49.0,2019-09-19
20915939,2018-09-01,1.0,38.0,2018-10-09
20992230,2018-09-01,1.0,40.0,2018-10-11
20992230,2019-07-01,1.0,31.0,2019-08-01
20992230,2019-09-01,1.0,59.0,2019-10-30
20992865,2019-03-01,1.0,48.00000000000001,2019-04-18
21043171,2018-11-01,1.0,40.0,2018-12-11
21045643,2018-12-01,1.0,43.0,2019-01-13
21065580,2018-02-01,1.0,32.0,2018-03-05
21065580,2018-05-01,1.0,47.00000000000001,2018-06-17
21065580,2019-08-01,1.0,35.0,2019-09-05
21065580,2019-12-01,1.0,44.00000000000001,2020-01-14
21100670,2018-04-01,1.0,47.00000000000001,2018-05-18
21100670,2019-08-01,1.0,57.0,2019-09-27
21124554,2018-08-01,1.0,56.0,2018-09-26
21124554,2018-11-01,1.0,31.0,2018-12-02
21124554,2019-06-01,1.0,45.00000000000001,2019-07-16
21124554,2019-08-01,1.0,51.0,2019-09-21
21130533,2018-08-01,1.0,45.00000000000001,2018-09-15
21130533,2018-12-01,1.0,42.0,2019-01-12
21154143,2018-05-01,1.0,31.0,2018-06-01
21154143,2019-12-01,1.0,34.0,2020-01-04
21156626,2019-05-01,1.0,32.0,2019-06-02
21167655,2018-05-01,1.0,49.0,2018-06-19
21225739,2018-10-01,1.0,31.0,2018-11-01
21240353,2018-02-01,1.0,58.0,2018-03-31
21258576,2018-11-01,1.0,48.00000000000001,2018-12-19
21292708,2018-08-01,1.0,50.0,2018-09-20
21292708,2019-05-01,1.0,58.0,2019-06-28
21300284,2018-06-01,1.0,41.0,2018-07-12
21302211,2019-10-01,1.0,59.0,2019-11-29
21313349,2019-01-01,1.0,43.0,2019-02-13
21363675,2018-10-01,1.0,49.0,2018-11-19
21363675,2019-05-01,1.0,43.0,2019-06-13
21427006,2018-04-01,1.0,31.0,2018-05-02
21427006,2018-12-01,1.0,34.0,2019-01-04
21437398,2019-12-01,1.0,58.0,2020-01-28
21455480,2018-04-01,1.0,44.00000000000001,2018-05-15
21472023,2018-01-01,1.0,52.0,2018-02-22
21472023,2018-11-01,1.0,31.0,2018-12-02
21494907,2018-02-01,1.0,46.00000000000001,2018-03-19
21504062,2018-06-01,1.0,47.00000000000001,2018-07-18
21532585,2018-08-01,1.0,51.0,2018-09-21
21565409,2018-04-01,1.0,49.0,2018-05-20
21580256,2018-09-01,1.0,48.00000000000001,2018-10-19
21580256,2018-12-01,1.0,35.0,2019-01-05
21615575,2018-10-01,1.0,52.0,2018-11-22
21617955,2019-06-01,1.0,45.00000000000001,2019-07-16
21617955,2019-12-01,1.0,35.0,2020-01-05
21654122,2019-03-01,1.0,37.0,2019-04-07
21656871,2018-02-01,1.0,53.0,2018-03-26
21656871,2018-06-01,1.0,46.00000000000001,2018-07-17
21673391,2019-01-01,1.0,49.0,2019-02-19
21673391,2019-09-01,1.0,43.0,2019-10-14
21693738,2018-02-01,1.0,48.00000000000001,2018-03-21
21693738,2018-06-01,1.0,32.0,2018-07-03
21736276,2018-05-01,1.0,43.0,2018-06-13
21736276,2019-04-01,1.0,37.0,2019-05-08
21787709,2018-03-01,1.0,31.0,2018-04-01
21787709,2018-10-01,1.0,39.0,2018-11-09
21802540,2019-03-01,1.0,54.0,2019-04-24
21802540,2019-07-01,1.0,40.0,2019-08-10
21812625,2019-08-01,1.0,32.0,2019-09-02
21836936,2018-12-01,1.0,60.0,2019-01-30
21838457,2019-06-01,1.0,57.0,2019-07-28
21838536,2018-11-01,1.0,40.0,2018-12-11
21846488,2018-03-01,1.0,45.00000000000001,2018-04-15
21849286,2019-09-01,1.0,31.0,2019-10-02
21854385,2019-01-01,1.0,31.0,2019-02-01
21920186,2018-11-01,1.0,39.0,2018-12-10
21951437,2018-08-01,1.0,56.0,2018-09-26
21951437,2018-12-01,1.0,55.0,2019-01-25
21968064,2018-06-01,1.0,36.0,2018-07-07
22016393,2018-11-01,1.0,56.0,2018-12-27
22020198,2018-08-01,1.0,59.0,2018-09-29
22025290,2018-05-01,1.0,36.0,2018-06-06
22149404,2018-06-01,1.0,46.00000000000001,2018-07-17
22168131,2018-06-01,1.0,38.0,2018-07-09
22184621,2019-05-01,1.0,38.0,2019-06-08
22186976,2019-09-01,1.0,37.0,2019-10-08
22253819,2018-07-01,1.0,38.0,2018-08-08
22253819,2018-12-01,1.0,34.0,2019-01-04
22257833,2018-05-01,1.0,31.0,2018-06-01
22257833,2018-06-01,1.0,0.0,2018-07-17
22259175,2018-06-01,1.0,40.0,2018-07-11
22269894,2018-02-01,1.0,34.0,2018-03-07
22269894,2019-02-01,1.0,39.0,2019-03-12
22355451,2018-05-01,1.0,32.0,2018-06-02
22365608,2018-09-01,1.0,40.0,2018-10-11
22409431,2018-04-01,1.0,49.0,2018-05-20
22409431,2019-03-01,1.0,54.0,2019-04-24
22409431,2019-11-01,1.0,54.0,2019-12-25
22455736,2019-02-01,1.0,46.00000000000001,2019-03-19
22458471,2018-05-01,1.0,31.0,2018-06-01
22458471,2019-11-01,1.0,44.00000000000001,2019-12-15
22484632,2019-07-01,1.0,31.0,2019-08-01
22510310,2019-03-01,1.0,47.00000000000001,2019-04-17
22510310,2019-07-01,1.0,49.0,2019-08-19
22552479,2018-10-01,1.0,31.0,2018-11-01
22552479,2019-02-01,1.0,56.0,2019-03-29
22561231,2018-09-01,1.0,43.0,2018-10-14
22627647,2019-02-01,1.0,40.0,2019-03-13
22670470,2018-06-01,1.0,46.00000000000001,2018-07-17
22687352,2019-08-01,1.0,39.0,2019-09-09
22689139,2018-07-01,1.0,51.0,2018-08-21
22714253,2018-04-01,1.0,31.0,2018-05-02
22818297,2018-10-01,1.0,58.0,2018-11-28
22818578,2018-09-01,1.0,48.00000000000001,2018-10-19
22820355,2018-08-01,1.0,32.0,2018-09-02
22820355,2018-11-01,1.0,34.0,2018-12-05
22836412,2019-03-01,1.0,31.0,2019-04-01
22841783,2018-09-01,1.0,49.0,2018-10-20
22856032,2019-03-01,1.0,39.0,2019-04-09
22877031,2018-05-01,1.0,40.0,2018-06-10
22940469,2019-01-01,1.0,34.0,2019-02-04
22958834,2018-08-01,1.0,44.00000000000001,2018-09-14
22958834,2019-04-01,1.0,38.0,2019-05-09
22958834,2019-10-01,1.0,31.0,2019-11-01
22959224,2019-01-01,1.0,34.0,2019-02-04
22960907,2018-03-01,1.0,50.0,2018-04-20
22960907,2018-11-01,1.0,54.0,2018-12-25
22976167,2018-06-01,1.0,55.0,2018-07-26
22976167,2019-08-01,1.0,42.0,2019-09-12
22980711,2019-09-01,1.0,53.0,2019-10-24
22993390,2018-02-01,1.0,52.0,2018-03-25
22993390,2018-07-01,1.0,50.0,2018-08-20
22993390,2018-11-01,1.0,39.0,2018-12-10
23018618,2018-04-01,1.0,41.0,2018-05-12
23034390,2018-03-01,1.0,31.0,2018-04-01
23034390,2018-09-01,1.0,39.0,2018-10-10
23097521,2019-07-01,1.0,50.0,2019-08-20
23102290,2020-01-01,1.0,31.0,2020-02-01
23111522,2018-11-01,1.0,49.0,2018-12-20
23111522,2019-02-01,1.0,48.00000000000001,2019-03-21
23122135,2018-10-01,1.0,50.0,2018-11-20
23123883,2019-04-01,1.0,55.0,2019-05-26
23123883,2019-07-01,1.0,40.0,2019-08-10
23123883,2019-11-01,1.0,50.0,2019-12-21
23161357,2019-06-01,1.0,44.00000000000001,2019-07-15
23166307,2018-08-01,1.0,56.0,2018-09-26
23220337,2018-07-01,1.0,56.0,2018-08-26
23220337,2018-11-01,1.0,36.0,2018-12-07
23220337,2019-03-01,1.0,45.00000000000001,2019-04-15
23272544,2019-05-01,1.0,43.0,2019-06-13
23282491,2019-06-01,1.0,42.0,2019-07-13
23283197,2019-04-01,1.0,42.0,2019-05-13
23326941,2019-11-01,1.0,43.0,2019-12-14
23328669,2019-01-01,1.0,38.0,2019-02-08
23344965,2018-06-01,1.0,55.0,2018-07-26
23344965,2019-08-01,1.0,44.00000000000001,2019-09-14
23370689,2019-06-01,1.0,51.0,2019-07-22
23393929,2018-03-01,1.0,32.0,2018-04-02
23397860,2019-01-01,1.0,33.0,2019-02-03
23458108,2018-11-01,1.0,50.0,2018-12-21
23459695,2019-05-01,1.0,41.0,2019-06-11
23524577,2018-09-01,1.0,58.0,2018-10-29
23526154,2018-07-01,1.0,37.0,2018-08-07
23526154,2019-10-01,1.0,41.0,2019-11-11
23527973,2018-04-01,1.0,48.00000000000001,2018-05-19
23528098,2018-11-01,1.0,41.0,2018-12-12
23528098,2019-04-01,1.0,37.0,2019-05-08
23554690,2019-04-01,1.0,40.0,2019-05-11
23559863,2018-05-01,1.0,36.0,2018-06-06
23602160,2018-12-01,1.0,50.0,2019-01-20
23644190,2019-02-01,1.0,54.0,2019-03-27
23668995,2019-01-01,1.0,46.00000000000001,2019-02-16
23683640,2018-10-01,1.0,54.0,2018-11-24
23684840,2018-10-01,1.0,43.0,2018-11-13
23734832,2019-11-01,1.0,50.0,2019-12-21
23769697,2019-09-01,1.0,45.00000000000001,2019-10-16
23794721,2018-06-01,1.0,46.00000000000001,2018-07-17
23794721,2018-11-01,1.0,58.0,2018-12-29
23798553,2018-09-01,1.0,56.0,2018-10-27
23801836,2018-05-01,1.0,37.0,2018-06-07
23801836,2018-09-01,1.0,31.0,2018-10-02
23812488,2018-09-01,1.0,39.0,2018-10-10
23844396,2018-05-01,1.0,38.0,2018-06-08
23844396,2018-12-01,1.0,43.0,2019-01-13
23857542,2019-08-01,1.0,46.00000000000001,2019-09-16
23874126,2019-04-01,1.0,48.00000000000001,2019-05-19
23936415,2018-02-01,1.0,46.00000000000001,2018-03-19
23936415,2018-08-01,1.0,36.0,2018-09-06
23936415,2019-09-01,1.0,36.0,2019-10-07
23945610,2018-03-01,1.0,54.0,2018-04-24
23972730,2019-01-01,1.0,55.0,2019-02-25
24061284,2018-05-01,1.0,31.0,2018-06-01
24069815,2018-08-01,1.0,56.0,2018-09-26
24112133,2019-01-01,1.0,55.0,2019-02-25
24124090,2019-02-01,1.0,43.0,2019-03-16
24124090,2019-07-01,1.0,44.00000000000001,2019-08-14
24124090,2019-10-01,1.0,50.0,2019-11-20
24126406,2019-05-01,1.0,55.0,2019-06-25
24138907,2019-03-01,1.0,56.0,2019-04-26
24147592,2018-12-01,1.0,35.0,2019-01-05
24147592,2019-09-01,1.0,32.0,2019-10-03
24197391,2018-12-01,1.0,45.00000000000001,2019-01-15
24233423,2018-08-01,1.0,47.00000000000001,2018-09-17
24308210,2018-04-01,1.0,56.0,2018-05-27
24317606,2019-08-01,1.0,40.0,2019-09-10
24317606,2019-11-01,1.0,50.0,2019-12-21
24337377,2018-10-01,1.0,42.0,2018-11-12
24356780,2019-01-01,1.0,43.0,2019-02-13
24358230,2018-04-01,1.0,43.0,2018-05-14
24358230,2018-08-01,1.0,34.0,2018-09-04
24363414,2018-02-01,1.0,49.0,2018-03-22
24370415,2018-11-01,1.0,38.0,2018-12-09
24370415,2019-01-01,1.0,45.00000000000001,2019-02-15
24387393,2018-03-01,1.0,31.0,2018-04-01
24387393,2019-06-01,1.0,35.0,2019-07-06
24399802,2018-04-01,1.0,32.0,2018-05-03
