,viewer_id,Recency,RecencyCluster,Frequency,FrequencyCluster,Engagement,EngagementCluster,OverallScore,Segment
65,17402.0,4,3,59,0,2633.85,0,3,Mid-Value
66,15953.0,15,3,98,0,1659.3799999999999,0,3,Mid-Value
67,16143.0,3,3,117,0,2424.939999999999,0,3,Mid-Value
68,12747.0,2,3,103,0,4196.010000000001,0,3,Mid-Value
69,14404.0,33,3,103,0,1474.3200000000004,0,3,Mid-Value
70,13579.0,14,3,23,0,467.03999999999996,0,3,Mid-Value
71,15987.0,12,3,140,0,1451.2800000000004,0,3,Mid-Value
72,13652.0,45,3,63,0,1095.08,0,3,Mid-Value
73,18219.0,2,3,114,0,2069.7700000000004,0,3,Mid-Value
74,14293.0,3,3,61,0,1046.5599999999993,0,3,Mid-Value
75,14748.0,29,3,89,0,1415.7499999999995,0,3,Mid-Value
76,16638.0,22,3,94,0,1680.7199999999998,0,3,Mid-Value
77,13094.0,21,3,24,0,1927.3200000000002,0,3,Mid-Value
78,15898.0,1,3,86,0,1388.8799999999999,0,3,Mid-Value
79,17227.0,18,3,47,0,939.32,0,3,Mid-Value
80,15919.0,19,3,143,0,639.89,0,3,Mid-Value
81,15860.0,40,3,142,0,977.2099999999992,0,3,Mid-Value
82,14708.0,2,3,28,0,1126.37,0,3,Mid-Value
83,16898.0,26,3,162,0,508.8099999999997,0,3,Mid-Value
84,14825.0,3,3,121,0,2226.9099999999985,0,3,Mid-Value
85,13155.0,33,3,85,0,971.76,0,3,Mid-Value
86,15028.0,8,3,48,0,627.13,0,3,Mid-Value
87,14487.0,26,3,144,0,1196.3300000000002,0,3,Mid-Value
88,17682.0,10,3,118,0,2474.3300000000004,0,3,Mid-Value
89,16817.0,2,3,86,0,1604.7500000000005,0,3,Mid-Value
90,13030.0,11,3,99,0,799.4800000000001,0,3,Mid-Value
91,13481.0,45,3,109,0,1804.5599999999993,0,3,Mid-Value
92,13495.0,7,3,48,0,2044.8699999999997,0,3,Mid-Value
93,17519.0,17,3,82,0,1844.0200000000002,0,3,Mid-Value
94,17812.0,12,3,141,0,732.1600000000001,0,3,Mid-Value
95,14215.0,11,3,108,0,1789.7200000000005,0,3,Mid-Value
96,15602.0,8,3,46,0,1297.8700000000003,0,3,Mid-Value
97,12913.0,4,3,50,0,2483.6299999999997,0,3,Mid-Value
98,17470.0,44,3,78,0,1125.0700000000002,0,3,Mid-Value
99,14907.0,3,3,165,0,3501.0999999999976,0,3,Mid-Value
100,17720.0,26,3,50,0,1195.94,0,3,Mid-Value
101,15018.0,38,3,31,0,496.21,0,3,Mid-Value
102,13756.0,2,3,142,0,5189.519999999995,0,3,Mid-Value
103,17491.0,1,3,109,0,3558.8700000000003,0,3,Mid-Value
104,14282.0,3,3,156,0,3729.3400000000042,0,3,Mid-Value
105,13569.0,17,3,85,0,373.74999999999994,0,3,Mid-Value
106,14673.0,3,3,74,0,1736.3999999999994,0,3,Mid-Value
107,16221.0,36,3,97,0,864.86,0,3,Mid-Value
108,15965.0,17,3,122,0,845.6399999999999,0,3,Mid-Value
109,15024.0,9,3,155,0,1661.3300000000006,0,3,Mid-Value
110,13769.0,2,3,135,0,2796.5099999999993,0,3,Mid-Value
111,13880.0,21,3,165,0,3219.7700000000004,0,3,Mid-Value
112,13173.0,4,3,43,0,353.65000000000003,0,3,Mid-Value
113,14739.0,4,3,60,0,3902.28,0,3,Mid-Value
114,16293.0,21,3,118,0,2248.9900000000002,0,3,Mid-Value
115,16775.0,10,3,158,0,1695.660000000002,0,3,Mid-Value
116,15081.0,22,3,33,0,504.7999999999999,0,3,Mid-Value
117,16365.0,17,3,51,0,1540.4200000000005,0,3,Mid-Value
118,16863.0,31,3,26,0,502.8,0,3,Mid-Value
119,15628.0,4,3,140,0,2566.31,0,3,Mid-Value
120,13329.0,31,3,17,0,789.0,0,3,Mid-Value
121,14744.0,16,3,26,0,1099.98,0,3,Mid-Value
122,13983.0,29,3,107,0,2603.43,0,3,Mid-Value
123,14032.0,2,3,143,0,2975.5900000000006,0,3,Mid-Value
124,13126.0,4,3,140,0,2099.6399999999994,0,3,Mid-Value
125,17324.0,17,3,50,0,990.2300000000002,0,3,Mid-Value
126,15916.0,16,3,155,0,1528.0900000000006,0,3,Mid-Value
127,17213.0,40,3,157,0,2781.2299999999977,0,3,Mid-Value
128,18061.0,21,3,46,0,2119.4099999999994,0,3,Mid-Value
129,14217.0,1,3,100,0,2004.9800000000002,0,3,Mid-Value
130,14299.0,8,3,143,0,3965.6199999999953,0,3,Mid-Value
131,17676.0,4,3,78,0,1387.6800000000005,0,3,Mid-Value
132,13523.0,33,3,172,0,3964.8800000000006,0,3,Mid-Value
133,15680.0,9,3,78,0,1333.6800000000003,0,3,Mid-Value
134,14618.0,9,3,16,0,553.44,0,3,Mid-Value
135,13077.0,1,3,112,0,729.2700000000001,0,3,Mid-Value
136,13115.0,11,3,120,0,2294.7800000000007,0,3,Mid-Value
137,17999.0,37,3,93,0,382.05999999999995,0,3,Mid-Value
138,13984.0,26,3,16,0,920.5100000000001,0,3,Mid-Value
139,16596.0,15,3,12,0,250.15,0,3,Mid-Value
140,17655.0,10,3,91,0,2638.9400000000023,0,3,Mid-Value
141,14243.0,8,3,141,0,2588.769999999999,0,3,Mid-Value
142,12963.0,8,3,95,0,1856.6299999999997,0,3,Mid-Value
143,17411.0,12,3,41,0,778.9399999999999,0,3,Mid-Value
144,14987.0,15,3,4,0,326.4,0,3,Mid-Value
145,17526.0,4,3,19,0,1195.8999999999999,0,3,Mid-Value
146,14440.0,8,3,55,0,2357.6800000000003,0,3,Mid-Value
147,17430.0,32,3,14,0,265.76000000000005,0,3,Mid-Value
148,14205.0,16,3,24,0,466.70000000000005,0,3,Mid-Value
149,17702.0,30,3,74,0,1824.3700000000001,0,3,Mid-Value
150,13982.0,39,3,111,0,1871.81,0,3,Mid-Value
151,15288.0,43,3,88,0,2306.519999999999,0,3,Mid-Value
152,17816.0,36,3,17,0,36.55999999999999,0,3,Mid-Value
153,13021.0,4,3,131,0,2616.38,0,3,Mid-Value
154,17671.0,15,3,53,0,1572.7100000000005,0,3,Mid-Value
155,16350.0,21,3,57,0,1116.4699999999996,0,3,Mid-Value
156,18230.0,9,3,86,0,2810.199999999999,0,3,Mid-Value
157,14441.0,0,3,51,0,1712.8900000000008,0,3,Mid-Value
158,15380.0,8,3,36,0,1690.26,0,3,Mid-Value
159,17442.0,36,3,113,0,1874.5599999999993,0,3,Mid-Value
160,12826.0,2,3,91,0,1474.7199999999993,0,3,Mid-Value
161,15811.0,22,3,133,0,2218.6199999999994,0,3,Mid-Value
162,13327.0,38,3,108,0,3627.769999999998,0,3,Mid-Value
163,17700.0,16,3,142,0,2534.64,0,3,Mid-Value
164,15329.0,39,3,57,0,1049.6999999999998,0,3,Mid-Value
165,16907.0,29,3,151,0,981.6500000000001,0,3,Mid-Value
166,17696.0,38,3,115,0,2285.7100000000014,0,3,Mid-Value
167,17076.0,36,3,25,0,841.08,0,3,Mid-Value
168,14543.0,28,3,72,0,3630.330000000001,0,3,Mid-Value
169,16062.0,9,3,64,0,1153.6199999999992,0,3,Mid-Value
170,16019.0,46,3,160,0,3786.239999999999,0,3,Mid-Value
171,18065.0,5,3,137,0,2392.830000000001,0,3,Mid-Value
172,15514.0,12,3,176,0,3784.230000000002,0,3,Mid-Value
173,15179.0,18,3,93,0,2206.9500000000003,0,3,Mid-Value
174,18016.0,32,3,123,0,1483.56,0,3,Mid-Value
175,14448.0,9,3,20,0,375.35,0,3,Mid-Value
176,14577.0,12,3,123,0,859.7100000000011,0,3,Mid-Value
177,17236.0,12,3,105,0,916.1300000000002,0,3,Mid-Value
178,16367.0,37,3,130,0,804.4899999999994,0,3,Mid-Value
179,17917.0,45,3,94,0,341.2799999999999,0,3,Mid-Value
180,17188.0,11,3,84,0,2474.23,0,3,Mid-Value
181,17937.0,8,3,43,0,4301.22,0,3,Mid-Value
182,14608.0,4,3,20,0,1785.1499999999999,0,3,Mid-Value
183,17618.0,5,3,78,0,971.5800000000002,0,3,Mid-Value
184,14290.0,11,3,101,0,2314.6499999999996,0,3,Mid-Value
185,15854.0,4,3,140,0,2974.6499999999974,0,3,Mid-Value
186,14544.0,24,3,114,0,2024.4500000000005,0,3,Mid-Value
187,16726.0,26,3,185,0,1382.0200000000013,0,3,Mid-Value
188,17293.0,8,3,135,0,1875.1100000000006,0,3,Mid-Value
189,17371.0,17,3,87,0,423.8899999999998,0,3,Mid-Value
190,13211.0,10,3,56,0,1197.4199999999998,0,3,Mid-Value
191,16442.0,1,3,174,0,616.79,0,3,Mid-Value
192,18075.0,23,3,142,0,2611.750000000001,0,3,Mid-Value
193,16570.0,15,3,126,0,3738.4000000000005,0,3,Mid-Value
194,17041.0,26,3,70,0,1081.5700000000002,0,3,Mid-Value
195,14871.0,3,3,98,0,522.3799999999997,0,3,Mid-Value
196,18044.0,4,3,127,0,2088.599999999999,0,3,Mid-Value
197,16191.0,2,3,134,0,5180.52,0,3,Mid-Value
198,17158.0,32,3,67,0,1266.9699999999993,0,3,Mid-Value
199,16899.0,7,3,125,0,1281.5599999999997,0,3,Mid-Value
200,16531.0,22,3,77,0,1244.5900000000001,0,3,Mid-Value
201,17739.0,11,3,47,0,2791.3500000000004,0,3,Mid-Value
202,13238.0,17,3,31,0,700.7300000000001,0,3,Mid-Value
203,15392.0,4,3,84,0,1535.5299999999997,0,3,Mid-Value
204,14401.0,4,3,182,0,4051.4799999999987,0,3,Mid-Value
205,17629.0,5,3,123,0,1814.1200000000008,0,3,Mid-Value
206,14150.0,35,3,26,0,658.6400000000001,0,3,Mid-Value
207,13496.0,10,3,35,0,653.3299999999999,0,3,Mid-Value
208,16954.0,0,3,54,0,2085.0800000000004,0,3,Mid-Value
209,15950.0,31,3,98,0,1765.509999999999,0,3,Mid-Value
210,16003.0,29,3,103,0,2735.3700000000003,0,3,Mid-Value
211,13426.0,0,3,157,0,3641.3199999999974,0,3,Mid-Value
212,15101.0,8,3,8,0,317.53,0,3,Mid-Value
213,15822.0,3,3,33,0,885.4699999999999,0,3,Mid-Value
214,16134.0,21,3,35,0,618.0900000000001,0,3,Mid-Value
215,14913.0,35,3,87,0,1227.4300000000005,0,3,Mid-Value
216,12928.0,35,3,84,0,2062.6999999999994,0,3,Mid-Value
217,17044.0,25,3,6,0,948.48,0,3,Mid-Value
218,17633.0,31,3,70,0,1324.8399999999997,0,3,Mid-Value
219,16607.0,17,3,172,0,3347.7100000000014,0,3,Mid-Value
220,13890.0,1,3,110,0,1883.8099999999995,0,3,Mid-Value
221,17001.0,0,3,169,0,3989.5700000000006,0,3,Mid-Value
222,16996.0,30,3,37,0,1456.96,0,3,Mid-Value
223,15563.0,22,3,113,0,1400.4399999999998,0,3,Mid-Value
224,14878.0,12,3,124,0,1485.5400000000006,0,3,Mid-Value
225,12877.0,3,3,94,0,1260.03,0,3,Mid-Value
226,15394.0,9,3,85,0,2183.54,0,3,Mid-Value
227,14621.0,1,3,92,0,1788.36,0,3,Mid-Value
228,14309.0,8,3,117,0,2352.530000000001,0,3,Mid-Value
229,17288.0,9,3,142,0,1419.7300000000012,0,3,Mid-Value
230,15157.0,3,3,125,0,1936.0700000000006,0,3,Mid-Value
231,17744.0,3,3,136,0,2322.3999999999996,0,3,Mid-Value
232,16560.0,26,3,56,0,841.4099999999997,0,3,Mid-Value
233,16271.0,2,3,133,0,1429.2399999999998,0,3,Mid-Value
234,14334.0,16,3,162,0,2552.2100000000005,0,3,Mid-Value
235,15197.0,10,3,32,0,1079.61,0,3,Mid-Value
236,14560.0,7,3,74,0,2237.7700000000013,0,3,Mid-Value
237,16711.0,3,3,22,0,1651.0299999999995,0,3,Mid-Value
238,17888.0,21,3,67,0,726.0500000000001,0,3,Mid-Value
239,16885.0,15,3,101,0,471.50999999999965,0,3,Mid-Value
240,18245.0,7,3,175,0,2567.0599999999995,0,3,Mid-Value
241,12944.0,35,3,30,0,604.51,0,3,Mid-Value
242,14113.0,3,3,34,0,1840.4200000000005,0,3,Mid-Value
243,13104.0,3,3,20,0,1098.48,0,3,Mid-Value
244,17621.0,21,3,26,0,1379.8999999999999,0,3,Mid-Value
245,17090.0,4,3,63,0,2043.950000000001,0,3,Mid-Value
246,15527.0,18,3,163,0,2429.779999999999,0,3,Mid-Value
247,18097.0,7,3,108,0,2697.7999999999997,0,3,Mid-Value
248,15208.0,1,3,42,0,870.12,0,3,Mid-Value
249,14737.0,3,3,17,0,1164.55,0,3,Mid-Value
250,13029.0,30,3,10,0,1247.5,0,3,Mid-Value
251,13953.0,7,3,20,0,3515.6800000000003,0,3,Mid-Value
252,13165.0,46,3,42,0,1021.4799999999999,0,3,Mid-Value
253,13313.0,22,3,78,0,1555.3199999999993,0,3,Mid-Value
254,14732.0,8,3,147,0,2702.49,0,3,Mid-Value
255,14553.0,19,3,113,0,859.27,0,3,Mid-Value
256,16600.0,4,3,54,0,709.4200000000002,0,3,Mid-Value
257,17368.0,23,3,111,0,1912.6700000000008,0,3,Mid-Value
258,16676.0,33,3,89,0,1592.12,0,3,Mid-Value
259,14312.0,46,3,87,0,1611.5899999999995,0,3,Mid-Value
260,15845.0,17,3,138,0,3711.7699999999995,0,3,Mid-Value
261,16094.0,11,3,63,0,1078.2299999999998,0,3,Mid-Value
262,18179.0,9,3,90,0,1793.1700000000008,0,3,Mid-Value
263,13183.0,7,3,94,0,3957.7800000000016,0,3,Mid-Value
264,17095.0,22,3,74,0,1324.159999999999,0,3,Mid-Value
265,15611.0,9,3,43,0,1591.4500000000003,0,3,Mid-Value
266,17114.0,5,3,127,0,808.6199999999997,0,3,Mid-Value
267,17555.0,19,3,106,0,483.25999999999993,0,3,Mid-Value
268,16833.0,1,3,47,0,1106.5299999999997,0,3,Mid-Value
269,17800.0,37,3,104,0,1199.01,0,3,Mid-Value
270,16748.0,17,3,69,0,1515.8999999999992,0,3,Mid-Value
271,13565.0,19,3,38,0,240.22000000000006,0,3,Mid-Value
272,14794.0,2,3,80,0,1319.9099999999996,0,3,Mid-Value
273,16279.0,21,3,107,0,1509.5800000000004,0,3,Mid-Value
274,14321.0,10,3,123,0,1530.749999999999,0,3,Mid-Value
275,13107.0,44,3,58,0,1531.6200000000003,0,3,Mid-Value
276,15370.0,40,3,94,0,2386.05,0,3,Mid-Value
277,14295.0,40,3,5,0,166.2,0,3,Mid-Value
278,14209.0,10,3,87,0,2073.4300000000003,0,3,Mid-Value
279,13784.0,9,3,31,0,2462.7899999999995,0,3,Mid-Value
280,13862.0,18,3,139,0,2209.360000000001,0,3,Mid-Value
281,16235.0,40,3,46,0,867.3099999999996,0,3,Mid-Value
282,16359.0,7,3,66,0,1750.9199999999994,0,3,Mid-Value
283,16554.0,42,3,52,0,837.1,0,3,Mid-Value
284,14167.0,39,3,52,0,574.8399999999999,0,3,Mid-Value
285,16500.0,4,3,11,0,400.86,0,3,Mid-Value
286,12951.0,8,3,63,0,1064.0700000000004,0,3,Mid-Value
287,15835.0,44,3,50,0,954.0899999999996,0,3,Mid-Value
288,13993.0,42,3,121,0,3466.36,0,3,Mid-Value
289,13246.0,18,3,141,0,1987.3000000000009,0,3,Mid-Value
290,15687.0,8,3,166,0,2993.099999999999,0,3,Mid-Value
291,13782.0,12,3,115,0,911.9999999999992,0,3,Mid-Value
292,13064.0,12,3,69,0,1119.4900000000005,0,3,Mid-Value
293,13048.0,14,3,136,0,1835.9099999999994,0,3,Mid-Value
294,15696.0,33,3,171,0,2736.4600000000005,0,3,Mid-Value
295,17988.0,11,3,38,0,201.11999999999998,0,3,Mid-Value
296,12820.0,3,3,59,0,942.3399999999999,0,3,Mid-Value
297,14657.0,17,3,126,0,848.22,0,3,Mid-Value
298,14292.0,7,3,100,0,4871.9299999999985,0,3,Mid-Value
299,13883.0,10,3,142,0,2674.479999999998,0,3,Mid-Value
300,17018.0,40,3,16,0,920.0999999999998,0,3,Mid-Value
301,14428.0,7,3,144,0,1244.8300000000004,0,3,Mid-Value
302,13310.0,28,3,72,0,1132.0300000000002,0,3,Mid-Value
303,13502.0,16,3,18,0,292.0,0,3,Mid-Value
304,14784.0,26,3,15,0,289.99,0,3,Mid-Value
305,17418.0,42,3,30,0,463.4600000000001,0,3,Mid-Value
306,16892.0,1,3,99,0,525.5399999999997,0,3,Mid-Value
307,16912.0,28,3,101,0,2575.380000000001,0,3,Mid-Value
308,16618.0,31,3,96,0,2647.5900000000015,0,3,Mid-Value
309,12970.0,7,3,151,0,452.23999999999995,0,3,Mid-Value
310,17644.0,1,3,157,0,2895.6399999999994,0,3,Mid-Value
311,16085.0,23,3,167,0,981.5099999999999,0,3,Mid-Value
312,13068.0,10,3,2,0,344.0,0,3,Mid-Value
313,15497.0,17,3,15,0,1262.2,0,3,Mid-Value
314,18161.0,15,3,80,0,1618.6899999999998,0,3,Mid-Value
315,16660.0,16,3,16,0,1267.6499999999999,0,3,Mid-Value
316,13396.0,29,3,43,0,1360.9899999999998,0,3,Mid-Value
317,12935.0,2,3,129,0,2160.6999999999994,0,3,Mid-Value
318,15110.0,23,3,35,0,996.1,0,3,Mid-Value
319,15967.0,23,3,84,0,418.8299999999999,0,3,Mid-Value
320,14341.0,45,3,126,0,2067.1999999999994,0,3,Mid-Value
321,13168.0,36,3,131,0,1319.19,0,3,Mid-Value
322,17515.0,31,3,87,0,639.0199999999998,0,3,Mid-Value
323,17082.0,33,3,81,0,2003.8500000000008,0,3,Mid-Value
324,16043.0,37,3,39,0,773.9900000000004,0,3,Mid-Value
325,17075.0,17,3,77,0,834.1200000000002,0,3,Mid-Value
326,15227.0,36,3,58,0,1219.4,0,3,Mid-Value
327,12997.0,22,3,59,0,1226.89,0,3,Mid-Value
328,15215.0,46,3,35,0,734.94,0,3,Mid-Value
329,16496.0,8,3,95,0,1599.5200000000002,0,3,Mid-Value
330,16949.0,3,3,60,0,1286.27,0,3,Mid-Value
331,14738.0,42,3,54,0,1314.4499999999998,0,3,Mid-Value
332,14239.0,43,3,112,0,2380.8500000000017,0,3,Mid-Value
333,15864.0,22,3,20,0,1936.3200000000002,0,3,Mid-Value
334,14662.0,28,3,168,0,771.1700000000003,0,3,Mid-Value
335,13538.0,43,3,25,0,1280.85,0,3,Mid-Value
336,15365.0,25,3,114,0,2314.32,0,3,Mid-Value
337,17329.0,14,3,33,0,523.11,0,3,Mid-Value
338,14805.0,15,3,47,0,554.65,0,3,Mid-Value
339,14595.0,19,3,102,0,1740.6000000000001,0,3,Mid-Value
340,17314.0,28,3,130,0,2493.27,0,3,Mid-Value
341,17373.0,40,3,57,0,646.9200000000001,0,3,Mid-Value
342,14467.0,17,3,67,0,472.15999999999985,0,3,Mid-Value
343,16407.0,12,3,172,0,2126.9300000000017,0,3,Mid-Value
344,17147.0,22,3,81,0,1714.5900000000001,0,3,Mid-Value
345,16612.0,32,3,66,0,1187.6599999999999,0,3,Mid-Value
346,13939.0,23,3,45,0,568.5499999999998,0,3,Mid-Value
347,13606.0,29,3,43,0,280.53999999999996,0,3,Mid-Value
348,15203.0,25,3,142,0,1827.7999999999984,0,3,Mid-Value
349,13110.0,31,3,145,0,1488.6700000000012,0,3,Mid-Value
350,15971.0,17,3,35,0,4199.85,0,3,Mid-Value
351,16156.0,8,3,130,0,3122.0400000000013,0,3,Mid-Value
352,13728.0,36,3,63,0,1016.1399999999999,0,3,Mid-Value
353,13894.0,23,3,27,0,564.62,0,3,Mid-Value
354,13824.0,32,3,46,0,1698.9399999999998,0,3,Mid-Value
355,15270.0,15,3,41,0,2379.49,0,3,Mid-Value
356,14188.0,30,3,65,0,2054.3599999999997,0,3,Mid-Value
357,12990.0,31,3,13,0,409.50000000000006,0,3,Mid-Value
358,16992.0,10,3,93,0,1614.31,0,3,Mid-Value
359,17071.0,28,3,140,0,2429.0300000000007,0,3,Mid-Value
360,13394.0,1,3,155,0,2520.0199999999995,0,3,Mid-Value
361,14540.0,9,3,76,0,996.26,0,3,Mid-Value
362,17929.0,11,3,5,0,843.0,0,3,Mid-Value
363,13309.0,7,3,107,0,1456.7899999999993,0,3,Mid-Value
364,14842.0,43,3,145,0,2824.6899999999996,0,3,Mid-Value
365,15781.0,25,3,20,0,345.4600000000001,0,3,Mid-Value
366,17302.0,14,3,79,0,1135.6299999999999,0,3,Mid-Value
367,17162.0,28,3,104,0,1715.4599999999996,0,3,Mid-Value
368,15407.0,33,3,153,0,1056.44,0,3,Mid-Value
369,16332.0,28,3,153,0,1593.2000000000003,0,3,Mid-Value
370,13590.0,11,3,87,0,1981.9199999999994,0,3,Mid-Value
371,17537.0,29,3,75,0,897.6200000000003,0,3,Mid-Value
372,15809.0,36,3,35,0,515.7699999999999,0,3,Mid-Value
373,15796.0,1,3,133,0,2711.5599999999995,0,3,Mid-Value
374,17705.0,3,3,103,0,1823.5199999999993,0,3,Mid-Value
375,17512.0,28,3,105,0,2924.990000000001,0,3,Mid-Value
376,15550.0,4,3,61,0,575.63,0,3,Mid-Value
377,14676.0,31,3,42,0,2548.24,0,3,Mid-Value
378,15406.0,31,3,53,0,510.7099999999999,0,3,Mid-Value
379,18084.0,16,3,1,0,90.47999999999999,0,3,Mid-Value
380,16434.0,29,3,109,0,1522.2500000000005,0,3,Mid-Value
381,13171.0,21,3,46,0,468.4099999999999,0,3,Mid-Value
382,17255.0,40,3,78,0,298.40999999999997,0,3,Mid-Value
383,13381.0,31,3,172,0,3639.3100000000004,0,3,Mid-Value
384,13717.0,32,3,102,0,1445.0100000000002,0,3,Mid-Value
385,12993.0,23,3,27,0,414.75999999999993,0,3,Mid-Value
386,16979.0,3,3,89,0,1852.0000000000005,0,3,Mid-Value
387,14035.0,28,3,66,0,1428.0200000000002,0,3,Mid-Value
388,13623.0,30,3,81,0,747.7800000000003,0,3,Mid-Value
389,14477.0,19,3,10,0,1309.6000000000001,0,3,Mid-Value
390,14897.0,7,3,55,0,1366.38,0,3,Mid-Value
391,17422.0,16,3,117,0,1979.37,0,3,Mid-Value
392,17175.0,44,3,63,0,1443.6900000000003,0,3,Mid-Value
393,18257.0,39,3,118,0,2337.6300000000006,0,3,Mid-Value
394,14754.0,44,3,41,0,638.0500000000001,0,3,Mid-Value
395,15903.0,9,3,74,0,5126.76,0,3,Mid-Value
396,15785.0,32,3,83,0,2328.9700000000003,0,3,Mid-Value
397,14379.0,44,3,46,0,348.1,0,3,Mid-Value
398,13012.0,9,3,74,0,1348.2200000000007,0,3,Mid-Value
399,13904.0,37,3,26,0,332.63999999999993,0,3,Mid-Value
400,15755.0,10,3,141,0,2364.2500000000023,0,3,Mid-Value
401,16566.0,15,3,18,0,614.66,0,3,Mid-Value
402,16466.0,33,3,148,0,1603.4600000000007,0,3,Mid-Value
403,13477.0,37,3,79,0,1454.579999999999,0,3,Mid-Value
404,15065.0,37,3,155,0,3158.1300000000006,0,3,Mid-Value
405,13410.0,24,3,28,0,1003.0600000000001,0,3,Mid-Value
406,16014.0,37,3,145,0,662.3799999999999,0,3,Mid-Value
407,14520.0,1,3,4,0,270.6,0,3,Mid-Value
408,15722.0,35,3,69,0,2222.56,0,3,Mid-Value
409,18188.0,15,3,71,0,2001.04,0,3,Mid-Value
410,13421.0,40,3,104,0,1851.0799999999995,0,3,Mid-Value
411,13184.0,14,3,181,0,1701.2900000000009,0,3,Mid-Value
412,13804.0,30,3,137,0,2635.7900000000004,0,3,Mid-Value
